"","local_date","next_area_fip","inflow_cases","next_area_cases","02068","02290","25003","25007","25019","34001","34003","34013","34017","34021","34023","34025","34027","34029","34031","34035","34037","34039","34041","36001","36003","36007","36009","36011","36013","36015","36017","36019","36021","36023","36025","36027","36029","36031","36033","36035","36037","36039","36041","36043","36045","36049","36051","36053","36055","36057","36059","36061","36063","36065","36067","36069","36071","36073","36075","36077","36079","36083","36087","36089","36091","36093","36095","36097","36099","36101","36103","36105","36107","36109","36111","36113","36115","36117","36119","36121","36123","39007","39085","42015","42023","42039","42047","42049","42069","42083","42089","42103","42105","42113","42115","42117","42123","42127","42131","50001","50003","50007","50011","50013","50015","50019","50021","50025","09001","09003","09005","09007","09009","09011"
"1",2019-10-07,"36001",0,2,NA,NA,0.0508779609903205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.00510906748411746,NA,NA,0.00781915305411473,0.030787927891432,0.134180715843217,NA,0.0183577276110146,0.0114546247695707,NA,0.0302083333333333,0.0115811864807374,0.0839188576609247,NA,0.191232048374906,0.0239005736137667,0.0216395227509867,NA,NA,NA,0.00521472392638037,NA,0.0984694568603549,NA,NA,NA,0.0190698441882941,0.00827258776136582,NA,NA,NA,NA,0.0383530015392509,NA,0.434330253227058,NA,0.00850975508509755,0.265226478992486,0.394577796419515,0.183619840140151,NA,NA,NA,NA,NA,NA,NA,0.0272579246759289,0.078308486057038,0.0566056605660566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00831758034026465,0.0438370293965962,NA,NA,NA,NA,NA,0.015174166542084,NA,NA,NA,NA,NA,NA,NA
"2",2019-10-07,"36003",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.103785501813292,NA,0.0102361497710335,NA,NA,NA,NA,NA,NA,NA,0.00993440109895579,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0350299753144469,NA,0.00681644781753202,NA,NA,NA,0.00371559804324284,NA,NA,NA,NA,0.00292848335388409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0787508272145716,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0488936473947181,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0382518886870039,NA,NA,0.0869895536562203,NA,NA,0.00980560811973164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",2019-10-07,"36007",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0129725887422809,NA,0.0433869561771931,0.249980645660757,NA,NA,0.0902383654937571,0.0922021003886546,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0119408642911296,NA,0.00615179655969594,0.00866564417177914,NA,NA,NA,NA,NA,NA,0.0197582965662766,NA,NA,NA,0.00891960181436269,0.047460236018471,NA,NA,NA,NA,NA,NA,0.00897842986970327,0.0174570575056012,0.0100485436893204,0.0172690889610185,NA,NA,0.348436285936286,0.0601037229116503,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0541845169854583,NA,NA,NA,NA,0.0143158791964511,NA,NA,NA,NA,NA,0.173384123863357,NA,NA,0.0122146886807101,0.0140246109301484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",2019-10-07,"36009",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.219360064803564,NA,0,NA,0.140163419233187,NA,NA,NA,NA,NA,NA,NA,0.080530365621796,NA,NA,NA,0.00895943562610229,NA,NA,NA,NA,NA,0.0103444222405078,NA,NA,NA,NA,NA,0.016281414541245,NA,NA,NA,NA,0.0062422934648582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0141177953549932,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.117273376159886,NA,NA,NA,NA,0.0256809338521401,NA,0.0235842588783765,0.0108594628968351,NA,0.278951898249976,NA,NA,0.108831908831909,NA,NA,NA,0.0376932626114434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",2019-10-07,"36011",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.0650775633749527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0104877432398282,0.00413966882649388,NA,0.00947085889570552,0.0108119503674256,NA,NA,NA,NA,0.00855667915988968,0.0984917513907539,0.0175424963574551,NA,NA,0.0581752869189321,NA,NA,NA,NA,NA,NA,NA,NA,0.00886855862584018,0.0818932038834951,NA,NA,NA,0.00553613053613054,0.075847379144286,NA,NA,NA,0.0399435080286144,NA,NA,0.013509201148814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",2019-10-07,"36013",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0136087484811665,NA,0.121918422232183,NA,0,NA,NA,NA,NA,NA,NA,NA,0.0507172080152102,NA,NA,NA,0.00698412698412698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00967175772060196,NA,NA,NA,NA,0.00254315659679408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00720913633119201,NA,NA,NA,NA,NA,0.0132931283445171,NA,0.100572323044563,NA,0.0279238787415129,NA,NA,NA,NA,NA,NA,0.233946507166234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",2019-10-07,"36015",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0139327663021466,0.0298136645962733,NA,NA,NA,0,0.0070449794844004,NA,NA,0.0136839450119813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0089338192077113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.188666915608663,0.0117961165048544,0.243468944001513,NA,NA,0.104700854700855,0.067558807186516,NA,NA,NA,NA,NA,0.00328336902212705,0.0327624720774386,NA,NA,0.187654618958547,NA,NA,NA,NA,NA,NA,NA,NA,0.0117758784425451,0.0129449838187702,NA,0.104851195596078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",2019-10-07,"36017",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0863750495572882,NA,NA,NA,NA,0,NA,NA,0.0278723672594274,0.122219465806665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0363880368098159,NA,NA,NA,NA,NA,0.0152040166890602,NA,NA,NA,NA,NA,0.11781682914315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0117521367521368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00731137871712952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",2019-10-07,"36019",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.182118055555556,0.170881588277003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034142797841428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0105086569809768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00730938878386894,NA,0.0232133261687265,0.0369773299748111,0.125768757687577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
