"","local_date","next_area_fip","inflow_cases","next_area_active_cases","next_area_cmi","9001","9003","9005","9007","9009","9011","9013","9015","25003","25007","25011","25013","25015","25019","25027","26099","26115","36019","36027","36029","36033","36063","36079","36089","36119","39043","39095","39123","44003","44007","44009","50011","50025"
"300",2020-05-20,9013,713.088555192,731,3.74509619516424,NA,574.66778094,NA,NA,NA,23.72119812,NA,38.4939765,NA,NA,NA,76.205599632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",2020-05-21,9013,767.732826238,732,3.78503783766085,NA,591.85665456,NA,19.606836838,NA,25.41032301,NA,41.88002196,NA,NA,NA,88.97898987,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"302",2020-05-22,9013,873.238049992,741,3.93596632891893,NA,658.697703,NA,22.984674868,NA,30.912006568,NA,44.98085214,NA,NA,NA,115.562653596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10015982,NA
"303",2020-05-23,9013,792.19115701,744,3.65096730973917,NA,600.942301488,NA,22.275690412,NA,28.13938227,NA,43.1414814,NA,NA,NA,97.69230144,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304",2020-05-24,9013,793.108825652,752,3.71377432227275,NA,602.622733782,NA,19.830659708,NA,30.840010632,NA,42.96540645,NA,NA,NA,96.85001508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",2020-05-25,9013,707.990245944,756,3.49862341489985,NA,528.020798408,NA,18.822097794,NA,32.26540997,NA,40.6559088,NA,NA,NA,88.226030972,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306",2020-05-26,9013,793.9473570932,765,3.77157163839117,NA,600.570724764,NA,22.369161204,NA,33.383403435,NA,45.46346805,NA,NA,NA,92.148084,NA,NA,NA,NA,NA,NA,NA,NA,0.0125156402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",2020-05-27,9013,927.171342933,758,3.83485783111726,NA,651.410456226,NA,25.648918164,69.561455189,33.221324464,NA,44.57945037,NA,NA,NA,102.74973852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",2020-05-28,9013,890.9098733044,765,3.78339479689099,NA,636.43975215,NA,24.3237939,61.7681995304,30.375579144,NA,43.69184444,NA,NA,NA,94.31070414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"309",2020-05-29,9013,866.37070696418,770,3.86339360258121,NA,673.998004104,NA,23.011399008,NA,28.165952082,NA,46.7480454,NA,NA,NA,94.397146281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05016008918,NA
"310",2020-05-30,9013,933.760529152,776,3.81825428685551,NA,714.012179255,NA,27.740352852,NA,33.988466232,NA,49.31525433,NA,NA,NA,108.66388586,NA,NA,NA,NA,NA,0.040390623,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311",2020-05-31,9013,809.586092475892,779,3.68761487624889,NA,606.652332208,NA,27.968957464,NA,31.780205564,NA,45.8083828,NA,NA,NA,96.993854875,NA,NA,NA,NA,NA,NA,NA,0.382359564892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312",2020-06-01,9013,916.43786827044,787,3.79262434378419,NA,651.20981949,NA,27.71491833,64.6384300045,32.579903748,NA,46.5758175,NA,NA,NA,93.29798344,NA,NA,NA,NA,NA,NA,NA,0.368744541,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05225121694,NA
"313",2020-06-02,9013,924.956820654649,788,3.77247197930086,NA,682.802422527,NA,NA,66.001482108,32.684475032,NA,47.55389558,NA,NA,NA,95.731269246,NA,NA,NA,NA,NA,NA,NA,0.183276161649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",2020-06-03,9013,905.3539551542,796,3.8151623197698,NA,668.076121648,NA,NA,65.7819346842,31.347501696,NA,45.88771068,NA,NA,NA,93.526420416,NA,NA,NA,NA,NA,NA,NA,0.73426603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315",2020-06-04,9013,922.642632306,799,3.87971451186523,NA,702.25673509,NA,24.76712304,NA,33.1917411,NA,51.20151586,NA,NA,NA,111.225517216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"316",2020-06-05,9013,970.173421209,799,3.94989434963581,NA,732.5277402,NA,27.9459138,NA,36.308245848,NA,53.08648837,NA,NA,NA,120.305032991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317",2020-06-06,9013,1049.428281433,804,3.81980141548549,NA,756.032951052,NA,25.496743248,70.091642192,31.790755899,NA,51.44015316,NA,NA,NA,114.576035882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318",2020-06-07,9013,925.288209342222,804,3.76394090683116,NA,695.396716182,NA,27.217862406,NA,38.072692736,NA,50.2968025,NA,NA,NA,113.90525055,NA,NA,NA,NA,NA,0,NA,0.398884968222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",2020-06-08,9013,915.526838971,803,3.84279786119764,NA,688.469931509,NA,27.444280682,NA,36.58029568,NA,55.9498437,NA,NA,NA,107.041876067,NA,NA,NA,NA,NA,0.040611333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",2020-06-09,9013,1044.0495074778,812,3.89065881379539,NA,752.105719456,NA,25.679568578,71.3580637828,38.075656176,NA,56.10788795,NA,NA,NA,100.722611535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"321",2020-06-10,9013,1023.3197823457,817,3.92317616750543,NA,726.579507465,NA,28.2420036,70.6159572567,33.33344314,NA,58.35726189,NA,NA,NA,106.191608994,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",2020-06-11,9013,909.516396407,821,3.83136006555888,NA,696.871871826,NA,27.95619112,NA,31.652344523,NA,56.68075714,NA,NA,NA,96.355231798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"323",2020-06-12,9013,1143.190575534,824,4.02129870614736,NA,821.6861543,NA,28.5428304,75.272541025,35.572977084,NA,60.16932683,NA,NA,NA,121.846175616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.100570279,NA
"324",2020-04-22,9015,173.5052364928,115,3.58899509360308,NA,28.2091821088,NA,NA,NA,24.338860637,24.353801758,NA,NA,NA,NA,NA,NA,NA,51.315587004,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.287804985,NA,NA,NA
"325",2020-04-23,9015,197.1622757436,125,3.66824279290109,NA,31.9452135066,NA,NA,NA,26.843005692,28.06391375,NA,NA,NA,NA,NA,NA,NA,61.119859945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.19028285,NA,NA,NA
"326",2020-04-24,9015,223.8543749869,136,3.50854551145255,NA,36.3659533479,NA,NA,NA,28.054075325,30.661695977,NA,NA,NA,NA,NA,NA,NA,66.231307288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.541343049,NA,NA,NA
"327",2020-04-25,9015,263.7267151632,148,3.71424480391081,NA,40.8027011552,NA,NA,NA,29.542939905,33.240503604,NA,NA,NA,NA,NA,NA,NA,84.523985819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.61658468,NA,NA,NA
"328",2020-04-26,9015,192.192484086,154,1.89368068983687,NA,20.305628469,NA,NA,NA,24.101176038,30.290076564,NA,NA,NA,NA,NA,NA,NA,56.563048773,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.932554242,NA,NA,NA
"329",2020-04-27,9015,214.621706463186,161,3.26843204984531,NA,35.32238559,NA,NA,NA,29.59413725,29.993265024,NA,NA,NA,NA,NA,NA,NA,64.598218489,NA,NA,NA,NA,0.095343945186,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.018356165,NA,NA,NA
"330",2020-04-28,9015,249.2828104246,161,3.69117678886749,NA,40.8158240346,NA,NA,NA,33.772310656,36.752531634,NA,NA,NA,NA,NA,NA,NA,76.46650578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.47563832,NA,NA,NA
"331",2020-04-30,9015,263.6909469243,184,3.49017623500963,NA,41.9222684803,NA,NA,NA,33.281742384,33.601231595,NA,NA,NA,NA,NA,NA,NA,87.584811615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.30089285,NA,NA,NA
"332",2020-05-01,9015,317.372612928415,198,3.74322921266518,NA,51.1194090432,NA,NA,NA,39.140669304,41.44427688,NA,NA,NA,NA,NA,NA,NA,99.302297703,NA,NA,NA,NA,0.108625208215,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.25733479,NA,NA,NA
"333",2020-05-02,9015,366.2820557181,209,3.73393820590305,NA,52.6927599921,NA,NA,NA,44.87862462,43.41133412,NA,NA,NA,NA,NA,NA,NA,115.91785855,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.381478436,NA,NA,NA
"334",2020-05-03,9015,337.00522141308,209,3.65883427093876,NA,39.0037664119,NA,NA,NA,43.1474238,41.44472972,NA,NA,NA,NA,NA,NA,NA,108.112407624,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.243484752,NA,0.05340910518,NA
"335",2020-05-04,9015,342.60763804888,214,3.71653524889392,NA,48.59465184,NA,NA,NA,47.688533528,42.59937328,NA,NA,NA,NA,NA,NA,NA,112.472308257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.19705095,NA,0.05572019388,NA
"336",2020-05-05,9015,346.2542890748,219,3.78415293550902,NA,50.3653199988,NA,NA,NA,48.502687332,44.309929446,NA,NA,NA,NA,NA,NA,NA,113.71897095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.357381348,NA,0,NA
"337",2020-05-06,9015,346.05413281242,238,3.73321767626113,NA,54.1080316944,NA,NA,NA,46.642165137,44.194371361,NA,NA,NA,NA,NA,NA,NA,115.077888135,NA,NA,0.02994010565,NA,0.12653553737,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.875200842,NA,NA,NA
"338",2020-05-07,9015,357.2230587298,245,3.7615985979861,NA,53.9756578458,NA,NA,NA,51.04127952,44.37348398,NA,NA,NA,NA,NA,NA,NA,119.06289486,NA,NA,NA,NA,0.39292965,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.376812874,NA,NA,NA
"339",2020-05-08,9015,390.951371041727,244,3.77508727031429,NA,60.50429294,NA,NA,NA,53.318279325,49.56626576,NA,NA,NA,NA,NA,NA,NA,125.76670271,NA,NA,NA,NA,0.268872758727,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.526957548,NA,NA,NA
"340",2020-05-09,9015,391.2393650024,260,3.66422342326915,NA,53.3295163764,NA,NA,NA,54.240133514,50.21820232,NA,NA,NA,NA,NA,NA,NA,129.987723186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.463789606,NA,NA,NA
"341",2020-05-10,9015,386.9841067058,263,3.72250835269553,NA,48.1451170608,NA,NA,NA,47.893073592,47.62372768,NA,NA,NA,NA,NA,NA,NA,141.393447081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.928741292,NA,NA,NA
"342",2020-05-11,9015,378.5243499,264,3.6268949800266,NA,61.001247546,NA,NA,NA,48.982672648,44.448940698,NA,NA,NA,NA,NA,NA,NA,117.53632584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.555163168,NA,NA,NA
"343",2020-05-12,9015,385.008388150627,274,3.67322824039575,NA,61.5380588748,NA,NA,NA,47.125682625,44.536509486,NA,NA,NA,NA,NA,NA,NA,120.730575,NA,NA,0,NA,0.143747326827,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.933814838,NA,NA,NA
"344",2020-05-13,9015,408.9413227688,278,3.75128213766376,NA,63.3116090838,NA,NA,NA,51.265361664,44.681314181,NA,NA,NA,NA,NA,NA,NA,136.720954224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.962083616,NA,NA,NA
"345",2020-05-14,9015,451.613067344,280,3.80115886109173,NA,72.380856888,NA,NA,NA,55.493689944,52.82997588,NA,NA,NA,NA,NA,NA,NA,150.963549693,NA,NA,NA,NA,0.430025635,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.514969304,NA,NA,NA
"346",2020-05-15,9015,499.55320950434,289,3.87059323234573,NA,73.377267471,NA,NA,NA,61.288357229,56.47765732,NA,NA,NA,NA,NA,NA,NA,162.588361832,NA,NA,NA,NA,NA,0.01044867634,NA,NA,NA,NA,NA,NA,NA,NA,145.811116976,NA,NA,NA
"347",2020-05-16,9015,599.075607187,292,3.82522816575802,NA,81.56279944,NA,NA,NA,64.534687065,65.4832035,NA,NA,NA,NA,NA,NA,NA,197.436552167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.996375903,174.061989112,NA,NA,NA
"348",2020-05-17,9015,503.2552841202,299,3.5322818112063,NA,59.4536451472,NA,NA,NA,54.387080664,63.553837254,NA,NA,NA,NA,NA,NA,NA,155.333104488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.791976999,156.735639568,NA,NA,NA
"349",2020-05-18,9015,468.5010701597,308,3.78374099188585,NA,71.5019317537,NA,NA,NA,59.17608819,67.35967128,NA,NA,NA,NA,NA,NA,NA,150.696262368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,119.767116568,NA,NA,NA
"350",2020-05-19,9015,499.481957780176,312,3.84587947322162,NA,81.7248424,NA,NA,NA,61.468113542,72.02492452,NA,NA,NA,NA,NA,NA,NA,163.814241465,NA,NA,NA,NA,0.152583125176,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.297252728,NA,NA,NA
"351",2020-05-20,9015,558.832663653,315,3.87464434172228,NA,92.974707144,NA,NA,NA,65.739537756,75.00454009,NA,NA,NA,NA,NA,NA,NA,179.551366365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.040418938,130.52209336,NA,0,NA
"352",2020-05-21,9015,582.71884628512,322,3.90345061090783,NA,91.500340308,NA,NA,NA,66.27859424,79.63791804,NA,NA,NA,NA,NA,NA,NA,198.839665305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.41068,NA,0.05164839212,NA
"353",2020-05-22,9015,661.4709047379,334,3.98443033675515,NA,102.54194694,NA,NA,NA,71.686731788,89.16428547,NA,NA,NA,NA,NA,NA,NA,217.032956569,NA,NA,0.0393873309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.00559664,NA,NA,NA
"354",2020-05-23,9015,610.637327619,340,3.72429426138368,NA,88.90583748,NA,NA,NA,67.042468226,83.46189024,NA,NA,NA,NA,NA,NA,NA,191.970759392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.256372281,NA,NA,NA
"355",2020-05-24,9015,614.26700351639,345,3.75474099024555,NA,72.4507411533,NA,NA,NA,65.766319956,80.4112472,NA,NA,NA,NA,NA,NA,NA,191.919642808,NA,NA,0.04110206009,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15.567260279,188.11069006,NA,NA,NA
"356",2020-05-25,9015,505.119860007,351,3.63518018843829,NA,59.142595636,NA,NA,NA,62.369116685,68.747501844,NA,NA,NA,NA,NA,NA,NA,149.829525549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.031120293,NA,NA,NA
"357",2020-05-26,9015,582.4606519384,357,3.9088712347452,NA,83.4407817504,NA,NA,NA,78.574170194,75.2586192,NA,NA,NA,NA,NA,NA,NA,188.664704975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.522375819,NA,NA,NA
"358",2020-05-27,9015,613.37647827891,357,3.93782191374827,NA,96.80403005,NA,NA,NA,80.469429416,79.13127356,NA,NA,NA,NA,NA,NA,NA,200.960210357,NA,NA,0.04093571391,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,155.970599182,NA,NA,NA
"359",2020-05-28,9015,598.85720599891,361,3.89635667473053,NA,94.96085402,NA,NA,NA,80.157775536,76.52208555,NA,NA,NA,NA,NA,NA,NA,201.5546904,NA,NA,0.04104646091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.620754032,NA,NA,NA
"360",2020-05-29,9015,618.18877532191,366,3.95170514360356,NA,108.017247196,NA,NA,NA,78.303003025,84.5976208,NA,NA,NA,NA,NA,NA,NA,197.24908558,NA,NA,0.03991223691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.981906484,NA,NA,NA
"361",2020-05-30,9015,706.559919396,367,3.88072096098612,NA,103.780846109,NA,NA,NA,80.065211016,91.57964776,NA,NA,NA,NA,NA,NA,NA,236.411572908,NA,NA,0.040390623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.68225098,NA,0,NA
"362",2020-05-31,9015,676.8703846358,370,3.75876241524667,NA,78.6300057538,NA,NA,NA,75.87523935,81.36122164,NA,NA,NA,NA,NA,NA,NA,221.500747971,NA,NA,0.042345303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.305709108,NA,0.15511551,NA
"363",2020-06-01,9015,604.765846317,375,3.87690244745408,NA,88.223304141,NA,NA,NA,80.77801356,78.84790878,NA,NA,NA,NA,NA,NA,NA,190.217320488,NA,NA,0.125511552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.573787796,NA,NA,NA
"364",2020-06-02,9015,611.03732318793,379,3.91230148288449,NA,96.827083423,NA,NA,NA,77.60467196,79.56091644,NA,NA,NA,NA,NA,NA,NA,205.46572464,NA,NA,0.04194858093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.536978144,NA,NA,NA
"365",2020-06-03,9015,622.503425445,378,3.94033449058088,NA,95.588681942,NA,NA,NA,80.643310272,82.19748332,NA,NA,NA,NA,NA,NA,NA,216.412532399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.661417512,NA,0,NA
"366",2020-06-04,9015,663.550591936,383,3.99760657421509,NA,102.80727457,NA,NA,NA,82.62116736,86.50612401,NA,NA,NA,NA,NA,NA,NA,222.512844324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.103181672,NA,NA,NA
"367",2020-06-05,9015,719.17347743907,391,3.98917529126161,NA,113.5881618,NA,NA,NA,81.535684199,92.56707434,NA,NA,NA,NA,NA,NA,NA,248.288844818,NA,NA,0.03965882607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.154053456,NA,NA,NA
"368",2020-06-06,9015,737.317189275,402,3.8380616184812,NA,106.071907068,NA,NA,NA,76.891040631,89.8361058,NA,NA,NA,NA,NA,NA,NA,242.39390142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222.124234356,NA,NA,NA
"369",2020-06-07,9015,675.4969006752,406,3.79434284510991,NA,85.9319707752,NA,NA,NA,72.105018368,82.32044244,NA,NA,NA,NA,NA,NA,NA,211.87176166,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.267707432,NA,NA,NA
"370",2020-06-08,9015,644.69793299093,414,3.95736870590458,NA,102.036175733,NA,NA,NA,84.333305856,85.74704611,NA,NA,NA,NA,NA,NA,NA,207.171428081,NA,NA,0.08122266693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.227529194,NA,0.10122535,NA
"371",2020-06-09,9015,682.24597844,415,3.98242022348331,NA,103.181895648,NA,NA,NA,84.97571058,93.70555516,NA,NA,NA,NA,NA,NA,NA,211.665952029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.305975686,11.410889337,NA,NA
"372",2020-06-10,9015,732.270121766,423,4.0069323362329,NA,111.48574275,NA,NA,NA,85.01710861,92.37466056,NA,NA,NA,NA,NA,NA,NA,226.432531136,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.036036525,187.575814772,11.348227413,NA,NA
"373",2020-06-11,9015,675.333265839,427,3.92987701627193,NA,108.980352702,NA,NA,NA,79.388901146,89.35323944,NA,NA,NA,NA,NA,NA,NA,213.479931524,NA,NA,0.040727944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.090113083,NA,NA,NA
"374",2020-06-12,9015,764.59569223794,439,4.11511761147835,NA,119.89210915,NA,NA,NA,85.70569308,92.12281272,NA,NA,NA,NA,NA,NA,NA,263.18006617,NA,NA,0.03983052694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.655180591,NA,NA,NA
"375",2020-04-25,9001,2210.86500217885,9684,3.15838396446362,NA,NA,70.395392561,NA,642.88138671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.616382875,0.08884521985,NA,NA,74.348946932,NA,1384.534047881,NA,NA,NA,NA,NA,NA,NA,NA
"376",2020-04-26,9001,1516.324286256,9822,1.12343601445763,NA,NA,52.36248928,NA,491.103820172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.883215212,NA,0,NA,60.83924925,NA,880.135512342,NA,NA,NA,NA,NA,NA,0,NA
"377",2020-05-02,9001,2707.65156445933,10936,3.27956011531931,NA,NA,93.589801596,NA,860.7917229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.850749244,0.115447139332,NA,NA,88.013205312,NA,1620.290638268,NA,NA,NA,NA,NA,NA,NA,NA
"378",2020-05-03,9001,2396.038038542,10936,2.95862776052277,NA,NA,92.691314512,NA,788.82192042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,47.314833252,NA,NA,NA,79.128141224,NA,1388.081829134,NA,NA,NA,NA,NA,NA,NA,NA
"379",2020-05-09,9001,2852.24892101598,12013,3.09636976833685,NA,NA,96.876106534,NA,923.43692585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.558960382,0.28201882398,NA,NA,102.309835382,NA,1664.785074044,NA,NA,NA,NA,NA,NA,NA,NA
"380",2020-05-10,9001,2828.604777312,12212,3.23079119650504,NA,NA,102.12204169,NA,963.55660908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.245519304,NA,NA,NA,85.852470462,NA,1625.828136776,NA,NA,NA,NA,NA,NA,NA,NA
"381",2020-05-16,9001,3542.16588552,13015,3.46787160849796,NA,NA,133.47744982,NA,1198.7097185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.433551736,NA,0.010778436,NA,97.25430625,NA,2045.280080778,NA,NA,NA,NA,NA,NA,NA,NA
"382",2020-05-17,9001,2968.465499119,13102,3.1659401049472,NA,NA,126.07906263,NA,1054.14875766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,52.116136863,NA,NA,NA,92.681631861,NA,1643.439910105,NA,NA,NA,NA,NA,NA,NA,NA
"383",2020-05-23,9001,3579.53345472491,13781,3.18360144425339,NA,NA,130.90083822,NA,1206.303971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03999996091,90.37851012,NA,NA,NA,133.44284846,NA,2018.467286964,NA,NA,NA,NA,NA,NA,NA,NA
"384",2020-05-24,9001,3412.233343991,13899,3.45135449967568,NA,NA,134.7136076,NA,1201.10097216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.173544312,NA,NA,NA,108.6701309,NA,1894.575089019,NA,NA,NA,NA,NA,NA,NA,NA
"385",2020-05-25,9001,3126.57923943491,13992,3.22417561115055,NA,NA,135.2680612,NA,1079.87194215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04125111991,76.450274296,NA,0.02386634,NA,96.95484132,NA,1736.166152504,NA,NA,NA,NA,NA,NA,0.102676106,1.700174399
"386",2020-05-30,9001,4363.462820952,14235,3.58859173622966,NA,NA,157.490225,NA,1421.37477712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.15345928,0.559498472,NA,NA,130.0091958,NA,2547.87566528,NA,NA,NA,NA,NA,NA,NA,NA
"387",2020-05-31,9001,3791.65057210962,14272,3.45121233260232,NA,NA,154.44655472,NA,1306.99468548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.47108026,0.191179782446,NA,NA,124.87173864,NA,2112.66370692,NA,NA,0.01162630717,NA,NA,NA,NA,NA
"388",2020-06-06,9001,4675.948971353,14711,3.64279623511185,NA,NA,168.48077708,NA,1539.2123342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.549570041,NA,NA,NA,146.22409052,NA,2701.482199512,NA,NA,NA,NA,NA,NA,NA,NA
"389",2020-06-07,9001,4115.4361497092,14744,3.54022610965987,NA,NA,158.5562271,NA,1431.90250128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116033132127,NA,0.04191072807,112.669024284,NA,0,NA,128.44693847,NA,2283.59894679,NA,0,NA,NA,NA,NA,0.104567925,NA
"390",2020-06-08,9001,4292.579587461,14776,3.55073026771873,NA,NA,176.791789,NA,1629.22406421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.466887376,0,NA,NA,140.17298066,NA,2229.923866215,NA,NA,NA,NA,NA,NA,NA,NA
"391",2020-06-10,9001,4573.81793319896,14813,3.63082697791357,NA,NA,182.3785632,NA,1630.23810564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.95050864,0.575242865964,0.027090688,NA,136.01268148,NA,2515.635740685,NA,NA,NA,NA,NA,NA,NA,NA
"392",2020-04-25,9003,1095.560600499,4208,3.44221178829771,NA,NA,97.18302557,105.98122824,508.294456263,23.672227565,100.17686577,5.970751568,4.136204514,NA,NA,238.73482633,10.66880136,NA,NA,NA,NA,0.0233754005,NA,0.621916575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0969213435,NA
"393",2020-04-26,9003,840.054391180747,4410,1.24914896999953,NA,NA,82.3459897,85.62450564,365.26786233,19.471571538,88.85089056,4.501043778,4.139112472,NA,NA,181.8180695,7.934854906,NA,NA,NA,NA,NA,NA,0.100490756747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
