"","local_date","next_area_fip","inflow_cases","next_area_cases","17023","17029","17031","17033","17035","17045","17047","17059","17065","17069","17075","17079","17091","17101","17159","17165","17183","17185","17191","17193","17197","18001","18003","18005","18007","18009","18011","18013","18015","18017","18019","18021","18023","18025","18027","18029","18031","18033","18035","18037","18039","18041","18043","18045","18047","18049","18051","18053","18055","18057","18059","18061","18063","18065","18067","18069","18071","18073","18075","18077","18079","18081","18083","18085","18087","18089","18091","18093","18095","18097","18099","18101","18103","18105","18107","18109","18111","18113","18115","18117","18119","18121","18123","18125","18127","18129","18131","18133","18135","18137","18139","18141","18143","18145","18147","18149","18151","18153","18155","18157","18159","18161","18163","18165","18167","18169","18171","18173","18175","18177","18179","18181","18183","21015","21027","21029","21041","21055","21059","21077","21091","21101","21107","21111","21117","21143","21149","21163","21185","21211","21221","21223","21225","21233","23003","23029","26021","26023","26027","26033","26059","26063","26099","26115","26141","26147","26149","26163","27031","27071","27075","27077","27135","27137","30053","30103","30109","36019","36029","36033","36063","36089","38013","38019","38067","38079","39017","39025","39037","39039","39043","39061","39095","39107","39113","39123","39125","39135","39161","39165","39171","50011","50013","53065"
"1",2020-04-22,18167,NA,61,0.53479856,NA,NA,0.184249624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.18786469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.644897995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345442104,NA,NA,NA,NA,NA,NA,14.4057263579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.956521764,1.719603,NA,NA,NA,NA,NA,2.406385044,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5381264,NA,NA,NA,NA,NA,1.72064522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04128703553,NA,0.024097590729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"2",2020-04-23,18167,NA,61,0.50632912,NA,NA,0.34591194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.19396198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.85498486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.361394838,NA,NA,NA,NA,NA,NA,12.220567317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.038759656,2.1992481,NA,NA,NA,NA,NA,2.30550628,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5667828,NA,NA,NA,NA,NA,1.68770987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.423130068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",2020-04-24,18167,NA,63,0.47871116,NA,NA,0.33707865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.77025972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.884012688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.413596769,NA,NA,NA,NA,NA,NA,15.035084043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8935927,2.34098106,NA,NA,NA,NA,NA,2.746987833,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.27100824,NA,NA,NA,NA,NA,1.85255203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",2020-04-25,18167,NA,63,0.5834334,NA,NA,0.43715846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.22710767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.987633952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39674106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.893667852,2.2410216,NA,NA,NA,NA,NA,2.942154357,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28658184,NA,NA,NA,NA,NA,1.76007678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",2020-04-26,18167,NA,63,0.47409324,NA,NA,0.28157683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.51119565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.643067742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.569804202,1.91044776,NA,NA,NA,NA,NA,2.268437605,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95352837,NA,NA,NA,NA,NA,1.47767256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",2020-04-27,18167,NA,62,0.54588796,NA,NA,0.36082473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.63241111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.734545552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35630252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.833231476,2.92035396,NA,NA,NA,NA,NA,2.53889449,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.62034062,NA,NA,NA,NA,NA,1.77920421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",2020-04-28,18167,NA,62,0.64094955,NA,NA,0.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55361982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6457213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43003414,NA,NA,NA,NA,NA,NA,16.3822013919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.091911744,2.4403362,NA,NA,NA,NA,NA,2.55447528,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.54927313,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10715018457,0.021378306831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",2020-04-30,18167,NA,64,0.6938654,NA,NA,0.34743201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4668254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.690595966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41953232,NA,NA,NA,NA,NA,NA,17.397331888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.886409765,2.78513148,NA,NA,NA,NA,NA,3.0822155,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16289616,NA,NA,NA,NA,NA,2.01587296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067497521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",2020-05-01,18167,NA,64,0.7458877,NA,NA,0.46109509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3367802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.54799219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34974094,NA,NA,NA,NA,NA,NA,21.9723252989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.902466341,3.2037816,NA,NA,NA,NA,NA,3.968131275,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.42116064,NA,NA,NA,NA,NA,2.20622328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043992112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",2020-05-02,18167,NA,67,1.02308502,NA,NA,0.54411765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5770034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25608872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.599395545,NA,NA,NA,NA,NA,NA,21.5264098608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.132867104,2.74429965,NA,NA,NA,NA,NA,3.2387808,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.58536576,NA,NA,NA,NA,NA,1.9129368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.124663507598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",2020-05-03,18167,NA,67,0.68509615,NA,NA,0.41500401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.31327224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.769102943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.335463282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.377514776,3.0205167,NA,NA,NA,NA,NA,4.05663488,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.04711152,NA,NA,NA,NA,NA,1.79393936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.118391301854,0.024354099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",2020-05-04,18167,NA,69,0.77291795,NA,NA,0.346481056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.19888378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.072109461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39226152,NA,NA,NA,NA,NA,NA,18.4154236125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.167929275,3.4316895,NA,NA,NA,NA,NA,3.763219194,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.61828224,NA,NA,NA,NA,NA,2.24823144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0746153632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",2020-05-05,18167,NA,71,0.69528415,NA,NA,0.34042552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.03964382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2657699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3039999789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.966666696,3.99643184,NA,NA,NA,NA,NA,3.45623719,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6445608,NA,NA,NA,NA,NA,2.17553184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",2020-05-06,18167,NA,73,0.70574165,NA,NA,0.36391206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.69124073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.971357245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.453789924,NA,NA,NA,NA,NA,NA,19.6706699904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.985246992,3.71648176,NA,NA,NA,NA,NA,3.954821435,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.46240192,NA,NA,NA,NA,NA,2.2952504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",2020-05-07,18167,NA,75,0.8211144,NA,NA,0.38632985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.68409116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.379310312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.911121832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.034220552,3.69529984,NA,NA,NA,NA,NA,4.0525107,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.31492318,NA,NA,NA,NA,NA,2.39190888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",2020-05-08,18167,NA,74,0.90241035,NA,NA,0.51530994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7595332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0645928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.469498575,NA,NA,NA,NA,NA,NA,26.773051134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.675257844,4.29360704,NA,NA,NA,NA,NA,5.052528754,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.93812795,NA,NA,NA,NA,NA,2.52173928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.432462805844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2020-05-09,18167,NA,78,1.14849833,NA,NA,0.5692884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.877442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.051523078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.524829627,NA,NA,NA,NA,NA,NA,31.4526297108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.012048156,3.80986366,NA,NA,NA,NA,NA,4.13988669,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2836438,NA,NA,NA,NA,NA,2.21662472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",2020-05-10,18167,NA,81,1.22478736,NA,NA,0.50000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.40185864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.013131865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.753735145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.158968244,4.3705464,NA,NA,NA,NA,NA,3.494295127,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3050398,NA,NA,NA,NA,NA,1.99741272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2020-05-11,18167,NA,84,1.39937304,NA,NA,0.55214725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.90611072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.422277975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.520710058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.405698784,5.26229529,NA,NA,NA,NA,NA,4.265383104,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2513542,NA,NA,NA,NA,NA,2.42297648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2020-05-12,18167,NA,87,1.23039224,NA,NA,0.363846153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.66666696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.08447839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4361976413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.942281856,3.95903817,NA,NA,NA,NA,NA,3.828220704,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4285718,NA,NA,NA,NA,NA,2.13642216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.155373792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2020-05-13,18167,NA,87,1.25627552,NA,NA,0.448301887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.45146336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.50527566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.564833011,NA,NA,NA,NA,NA,NA,22.9926695661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.094594634,3.9778324,NA,NA,NA,NA,NA,4.692003781,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0252467,NA,NA,NA,NA,NA,2.06708072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02563341886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2020-05-14,18167,NA,99,1.49409117,NA,NA,0.478966774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.10490798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.799921827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54464,NA,NA,NA,NA,NA,NA,27.3209641929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954370188,4.42531641,NA,NA,NA,NA,NA,4.705014798,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.06111416,NA,NA,NA,NA,NA,2.09547112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25058344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
