"","local_date","next_area_fip","inflow_cases","next_area_active_cases","next_area_cmi","4001","4003","4005","4013","4015","4017","4025","6029","6037","6071","8001","8005","8013","8031","8033","8035","8041","8059","8067","8069","8083","8101","8113","8123","15007","20199","30033","30071","32009","35001","35005","35006","35009","35013","35015","35019","35025","35029","35031","35033","35035","35039","35041","35043","35045","35049","35053","35055","35057","35061","36029","40017","48017","48069","48109","48117","48141","48243","48303","48369","48371","48375","48381","48421","48435","48443","49019","49037"
"128",2020-05-12,35013,72.7059155166,243,3.55439680104773,NA,0.3908629746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.673321222,NA,NA,0.650684934,NA,NA,NA,NA,NA,1.373134316,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.61791207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",2020-05-13,35013,82.868225106,247,3.62939832041306,NA,0.489494418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86241008,NA,NA,0.587183296,NA,NA,NA,NA,NA,1.321839072,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.60729824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",2020-05-14,35013,85.109641307,257,3.65456629560395,NA,0.56135769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71165647,NA,NA,0.481426967,NA,NA,NA,NA,NA,1.81556199,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.53963819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",2020-05-15,35013,100.475917171,268,3.72060304799075,NA,0.703715628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73434858,NA,NA,0.573446349,NA,NA,NA,NA,NA,2.19512205,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.269284564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",2020-05-16,35013,100.654529851,280,3.60071571373531,NA,0.677799585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78565396,NA,NA,0.658789816,NA,NA,NA,NA,NA,1.51821864,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.01406785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",2020-05-18,35013,103.028142549,307,3.66110306805014,NA,0.385779105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81541222,NA,NA,0.553994084,NA,NA,NA,NA,NA,1.549497915,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.723459225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",2020-05-19,35013,108.319328029,317,3.68212787409687,NA,0.51992631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83776595,NA,NA,0.49497581,NA,NA,NA,NA,NA,1.41226821,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.571135,NA,NA,NA,0.483256749,NA,NA,NA,NA,NA,NA,NA
"135",2020-05-20,35013,116.023656142,324,3.69458792519782,NA,0.48872799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81133675,NA,NA,0.508579785,NA,NA,NA,NA,NA,1.230215805,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.984795812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",2020-05-21,35013,124.746904086,360,3.70220318523527,NA,0.5984679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78536584,NA,NA,0.485835707,NA,NA,NA,NA,NA,2.4032043,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.474030339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",2020-05-22,35013,128.857269359,368,3.77679372967003,NA,0.84403385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83228348,NA,NA,0.871698124,NA,NA,NA,NA,NA,2.408616135,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.90063777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",2020-05-23,35013,140.638141909,368,3.68708842014178,NA,0.898853121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75675677,NA,NA,0.787779212,NA,NA,NA,NA,NA,2.20529799,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.989454816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",2020-05-26,35013,144.814229093,426,3.69806922472245,NA,0.84877065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75389946,NA,NA,1.28296506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.928593923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",2020-05-27,35013,152.623997695,437,3.70924643510084,NA,0.765558144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.713073,NA,NA,1.132577055,NA,NA,NA,NA,NA,1.60000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.777293284,NA,NA,NA,0.635496192,NA,NA,NA,NA,NA,NA,NA
"141",2020-05-28,35013,155.316393355,440,3.72109795424037,NA,0.893492094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.593750016,NA,NA,1.149264224,NA,NA,NA,NA,NA,1.161290286,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.518596735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",2020-05-29,35013,164.056673627,446,3.76604350031,NA,0.975891972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74356849,NA,NA,1.60027236,NA,NA,NA,NA,NA,1.730824888,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.006115917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",2020-05-30,35013,168.941317909,457,3.66952570597965,NA,1.034332701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75418994,NA,NA,1.47715568,NA,NA,NA,NA,NA,1.758823616,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.916815972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",2020-05-31,35013,157.932620344,463,3.42038529481657,NA,1.065995704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75833331,NA,NA,1.55835078,NA,NA,NA,NA,NA,1.34306568,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.20687487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",2020-06-01,35013,161.365155792,473,3.71712422912154,NA,1.012382396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75484416,NA,NA,1.513810218,NA,NA,NA,NA,NA,1.494830122,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.589288896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",2020-06-02,35013,175.922412053,476,3.73835087919641,NA,1.32987481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01497248,NA,NA,1.38943314,NA,NA,NA,NA,NA,2.010324373,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.17780725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",2020-06-03,35013,175.684268055,485,3.7406374928727,NA,1.245970986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12233627,NA,NA,1.505082397,NA,NA,NA,NA,NA,1.896253634,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.914624768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",2020-06-04,35013,185.047217237,506,3.74699188923037,NA,1.3365933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93770496,NA,NA,1.4405924,NA,NA,NA,NA,NA,2.340086777,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.9922398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",2020-06-06,35013,221.817334956,555,3.71473188874522,NA,1.865993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2684125,NA,NA,1.482591936,NA,NA,NA,NA,NA,2.4271844,NA,NA,NA,NA,NA,NA,NA,NA,NA,212.009033632,NA,NA,NA,2.764119488,NA,NA,NA,NA,NA,NA,NA
"150",2020-06-08,35013,219.225644685,584,3.71707603994038,NA,1.564132835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32434863,NA,NA,1.794382858,NA,NA,NA,NA,NA,1.5695067,NA,NA,NA,NA,NA,NA,NA,NA,NA,212.973273662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",2020-06-10,35013,232.23451915,612,3.76124606555546,NA,2.18462054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34102144,NA,NA,2.273684256,NA,NA,NA,NA,NA,2.19236205,NA,NA,NA,NA,NA,NA,NA,NA,NA,224.242830864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",2020-06-11,35013,237.891914727,627,3.76978411077812,NA,2.540997518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34867854,NA,NA,2.119543248,NA,NA,NA,NA,NA,2.9689608,NA,NA,NA,NA,NA,NA,NA,NA,NA,224.792070932,NA,NA,NA,3.121663689,NA,NA,NA,NA,NA,NA,NA
"153",2020-06-12,35013,248.373879324,632,3.81651944571912,NA,2.622825888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.61211126,NA,NA,2.172934764,NA,NA,NA,NA,NA,2.6954178,NA,NA,NA,NA,NA,NA,NA,NA,NA,238.270589612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",2020-06-04,35053,9.845540828,49,3.32721001542807,NA,0.24449879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.54678628,NA,NA,NA,1.28628489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.767970868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",2020-05-01,35001,344.477930295,794,3.66598471345877,NA,NA,7.509115054,NA,NA,19.57495752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.297508904,8.8108536,NA,NA,NA,1.69354836,NA,NA,90.49748526,NA,NA,1.013291622,NA,165.67317513,8.373832068,17.011355,5.0532213,0.825090447,3.5862324,14.55826363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",2020-04-22,35006,48.80814801215,33,3.17944212194764,NA,NA,3.59083374,0.68939419251,0.458925305,8.422612305,NA,0.725693472,NA,1.21847059044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1586253672,NA,NA,NA,NA,NA,0.1608579,NA,NA,29.220844032,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.429921258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73196985,NA,NA,NA,NA,NA,NA
"157",2020-04-23,35006,44.63474972018,36,3.26495153105127,NA,NA,2.925180582,0.81025759355,0.4259057748,8.700654762,NA,NA,NA,1.14012655993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.69855232,NA,NA,NA,NA,NA,0.238689558,NA,NA,26.927456475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7679260949,NA,NA,NA,NA,NA,NA
"158",2020-04-24,35006,60.23826390392,36,3.48593430523596,NA,NA,2.7240963183,0.89039924596,0.412827093,8.2558139,NA,NA,NA,1.26664464186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.50707584,NA,NA,NA,NA,NA,0.438136804,NA,NA,41.46109506,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.373737364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9084376368,NA,NA,NA,NA,NA,NA
"159",2020-04-25,35006,60.6266812496,37,3.11914918250127,NA,NA,3.4931973804,0.980233892,0.5498433876,9.624725154,NA,NA,NA,1.703069004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9424451066,NA,NA,NA,NA,NA,0.831234276,NA,NA,37.101909945,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477665682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.922357422,NA,NA,NA,NA,NA,NA
"160",2020-04-26,35006,51.73546736635,39,2.55878142003041,NA,NA,3.051041831,0.57625074,0.4488690276,6.550804093,NA,0.79594620525,NA,1.4384436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5474717845,NA,NA,NA,NA,NA,0.670487129,NA,NA,33.46345716,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.474397588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.718298208,NA,NA,NA,NA,NA,NA
"161",2020-04-27,35006,56.5611291278,39,3.42725264598004,NA,NA,2.7400338396,0.71677821,0.3463355548,7.05039281,NA,NA,NA,0.7150305669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9276693398,NA,NA,NA,NA,NA,0.586065558,NA,NA,40.603119178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8757040707,NA,NA,NA,NA,NA,NA
"162",2020-04-28,35006,67.2899969798,44,3.43858059582645,NA,NA,3.27271338,1.16609245056,0.5674389045,9.299481751,NA,0.889096428,NA,1.03997917374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.174970851,NA,NA,NA,NA,NA,0.717391311,NA,NA,45.87899953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2838332,NA,NA,NA,NA,NA,NA
"163",2020-04-30,35006,92.08469998263,49,3.51837375915628,NA,NA,4.491149244,1.37242722073,0.7264872,9.570637456,0.236025894,0.984326508,NA,1.395356325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4282756608,NA,NA,NA,NA,NA,0.810228818,NA,NA,66.224911536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8448741201,NA,NA,NA,NA,NA,NA
"164",2020-05-01,35006,99.57682657012,60,3.44175831421146,NA,NA,5.261861816,1.79781997391,0.8256985222,13.92303168,NA,NA,NA,1.82884046481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.102864114,NA,NA,NA,NA,NA,0.922042968,NA,NA,67.326631884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5880351472,NA,NA,NA,NA,NA,NA
"165",2020-05-02,35006,107.552226678,60,3.27525706881441,NA,NA,5.01684534,1.643216232,1.179282918,16.070008345,NA,NA,3.61044666,2.608628985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.88946575,NA,NA,NA,NA,NA,0.893617018,NA,NA,67.6222136,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52173912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.49676271,NA,NA,NA,NA,NA,NA
"166",2020-05-03,35006,86.34631776895,65,3.11098416187677,NA,NA,4.7014190244,1.343333782,0.7522572704,11.5271289,0.273568064,NA,NA,1.78171379415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.162343592,NA,NA,NA,NA,NA,1.121133975,NA,NA,54.753778592,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.685015328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.244625447,NA,NA,NA,NA,NA,NA
"167",2020-05-04,35006,94.77209639546,66,3.52804669911113,NA,NA,2.4968908832,1.05009408596,0.4590739328,7.2836151008,NA,NA,NA,0.85715184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4070905896,NA,NA,NA,NA,NA,1.19047623,NA,NA,72.071356992,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.552212352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4041343891,NA,NA,NA,NA,NA,NA
"168",2020-05-05,35006,117.0072852246,71,3.48103210955313,NA,NA,5.62499995,1.460485848,1.049885483,15.293363742,NA,NA,NA,2.2632895148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7650484051,NA,NA,NA,NA,NA,1.04545455,NA,NA,81.126631732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3781259997,NA,NA,NA,NA,NA,NA
"169",2020-05-06,35006,119.05354120222,79,3.4702075877134,NA,NA,6.60241638,1.526062792,1.2364592912,17.120590662,NA,1.300633524,NA,2.08426303272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9731528373,NA,NA,NA,NA,NA,0.89887641,NA,NA,77.948530824,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.580865588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.781689861,NA,NA,NA,NA,NA,NA
"170",2020-05-07,35006,118.80398740072,79,3.51581724690375,NA,NA,6.791466786,1.54435512192,1.1708915756,13.99421672,NA,1.1897536,NA,2.187613392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0554371592,NA,NA,NA,NA,NA,0.96180081,NA,NA,81.185662464,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.592145024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.130644748,NA,NA,NA,NA,NA,NA
"171",2020-05-08,35006,140.88831673367,82,3.53844826758437,NA,NA,6.188380452,1.70001904187,1.4011105176,17.53636885,NA,1.368731217,NA,2.746460658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.343928328,NA,NA,NA,NA,NA,0.73705182,NA,NA,97.551602736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3146631132,NA,NA,NA,NA,NA,NA
"172",2020-05-09,35006,144.7051262365,83,3.47763678348228,NA,NA,6.308943264,2.10203456,1.3216538915,15.040694655,NA,NA,NA,3.057479716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0657425324,NA,NA,NA,NA,NA,1.14186846,NA,NA,98.18935998,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.711793451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3222059866,NA,0.44334974,NA,NA,NA,NA
"173",2020-05-10,35006,97.28739929824,83,2.58280326603526,NA,NA,4.7665680608,1.18046016,1.0642940789,11.724761544,NA,1.3057807371,NA,2.35866467224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5620596694,NA,NA,NA,NA,NA,1.23670209,NA,NA,59.06846466,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.585777143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4338664828,NA,NA,NA,NA,NA,NA
"174",2020-05-11,35006,112.0556443277,82,3.48517647585641,NA,NA,3.8214338643,1.243780356,0.7352257973,9.830131935,NA,NA,NA,1.3801535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8275531322,NA,NA,NA,NA,NA,0.945945945,NA,NA,85.51731828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7541015179,NA,NA,NA,NA,NA,NA
"175",2020-05-12,35006,123.99243095361,85,3.43381444273798,NA,NA,5.7043082938,1.92785736,1.0033093898,13.03327464,NA,NA,4.03126892405,2.50794923316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.759703221,NA,NA,NA,NA,NA,0.860429432,NA,NA,84.721723372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4426070878,NA,NA,NA,NA,NA,NA
"176",2020-05-13,35006,136.6360136203,89,3.59834204183479,NA,NA,8.36161116,1.9646278206,1.5170603888,17.63899403,NA,1.500366348,NA,3.03477237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8353541029,NA,NA,NA,NA,NA,1.228136916,NA,NA,89.51181064,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.607594926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.435684918,NA,NA,NA,NA,NA,NA
"177",2020-05-14,35006,127.89935669898,96,3.61375058142092,NA,NA,6.9818180288,1.542919252,1.3963247,17.49409812,NA,NA,NA,2.53091265518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.508616699,NA,NA,NA,NA,NA,1.066945636,NA,NA,83.807776537,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.476154411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.09379066,NA,NA,NA,NA,NA,NA
"178",2020-05-16,35006,171.40459961493,97,3.18262793460606,NA,NA,6.5465078475,2.22988368123,1.9835996288,20.88093,NA,2.026838,NA,3.900783676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4433747518,NA,NA,NA,NA,NA,1.433962281,NA,NA,113.140100979,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.572508558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2461102116,NA,NA,NA,NA,NA,NA
"179",2020-05-17,35006,135.65026724337,98,3.1578402624564,NA,NA,6.9826912752,1.73638899621,1.6574299998,16.694291425,NA,1.82497435,NA,3.10049097356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7027339776,NA,NA,NA,NA,NA,1.347089968,NA,NA,79.683381312,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.745302712,NA,NA,0.2703296934,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9051625606,NA,NA,NA,NA,NA,NA
"180",2020-05-18,35006,135.41019292538,99,3.61198061612079,NA,NA,6.5704003816,1.90140623016,0.908531659,13.403626067,NA,NA,NA,1.56761794962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9574769648,NA,NA,NA,NA,NA,1.173192772,NA,NA,94.418450625,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.501942527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0075477492,NA,NA,NA,NA,NA,NA
