"","local_date","next_area_fip","inflow_cases","next_area_active_cases","next_area_cmi","5003","5007","5011","5013","5015","5017","5019","5023","5027","5031","5033","5035","5037","5041","5043","5045","5051","5053","5055","5057","5059","5061","5063","5069","5071","5075","5077","5079","5081","5085","5087","5091","5093","5099","5107","5111","5113","5115","5119","5121","5123","5125","5131","5133","5135","5139","5141","5143","5145","5149","22027","22061","22073","22111","26063","26099","26115","26147","26163","27137","28033","29069","29077","29097","29119","29145","29155","36019","36029","38095","39043","39095","39123","40001","40021","40041","40089","40097","40115","47045","47157","48037","48067","48113","48439","48443"
"1",2020-04-23,5069,176.928663394,135,3.82882223168217,0.141547276,NA,0.309723882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73170734,0.381909546,NA,NA,1.55098614,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.5662942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.60076461,NA,NA,0.6457304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2020-04-27,5069,202.275521575,151,3.84627737056141,0.170370369,NA,0.346007613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.024221424,0.75389046,NA,NA,1.82847192,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.94504846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.305556099,NA,NA,0.90195523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",2020-05-05,5069,253.056579728,180,3.84817566335828,0.22096317,NA,0.57881773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.272255904,0.793698,NA,NA,2.03439376,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.66133296,NA,0.5134074,NA,NA,NA,NA,NA,NA,NA,NA,12.111698144,NA,NA,0.87001266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",2020-05-11,5069,277.789146008,219,3.88527269510488,0.331103682,NA,0.6019656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.095360898,1.06900452,NA,NA,2.4625908,NA,NA,NA,NA,NA,NA,NA,NA,NA,256.89587808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.222099836,NA,NA,1.111142592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",2020-05-19,5069,318.355955099,477,3.94572862895755,0.261768092,NA,0.578125028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34025975,0.955841256,NA,NA,2.7069488,NA,NA,NA,NA,NA,NA,NA,NA,NA,293.49292269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.54941112,NA,NA,1.470678363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",2020-05-20,5069,304.335381159,478,3.9333168015341,0.36109557,NA,0.687500008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.323753156,1.141903152,NA,NA,2.4246576,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.10236922,NA,0.680622532,NA,NA,NA,NA,NA,NA,NA,NA,17.362209984,NA,NA,1.251269937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",2020-05-31,5069,265.6564607489,496,3.80226442196064,0.255854798,NA,0.613722984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.347517753,0.931261231,0.9424703079,1.86097851,2.52140058,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.13705564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.97428238,NA,NA,2.071916565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",2020-06-10,5069,315.162163017,545,3.98846989668042,0.563313632,NA,1.982332143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82113826,1.745652194,NA,NA,3.36161452,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.99243962,NA,0.959964736,NA,NA,NA,NA,NA,NA,NA,NA,31.683021264,NA,NA,3.052686648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",2020-05-07,5119,158.445898085,566,3.80148295997831,0.230248306,NA,0.39711192,NA,NA,NA,1.710229632,4.817300472,NA,NA,NA,NA,NA,0.670864829,0.6792453,15.1876947,7.708638249,2.62572142,NA,NA,2.053484136,NA,0.31361286,28.9874922,0.938249697,NA,0.079787235,40.43773686,NA,16.1649532,NA,NA,NA,0.123167151,0.095522388,NA,NA,1.61019885,NA,NA,5.14451964,22.99681335,NA,NA,NA,NA,1.49536179,NA,3.9779439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",2020-05-08,5119,157.974049051796,581,3.85313732825174,0.285946851,NA,0.38461536,NA,NA,NA,1.99356912,3.912204696,NA,NA,NA,NA,NA,0.700826464,0.558519336,14.5594946,6.264637938,2.85342405,NA,NA,1.975214978,NA,0.299663292,31.81068981,NA,NA,NA,39.136099993,NA,15.8729406,NA,NA,NA,0.147727278,0.101796405,NA,NA,1.576504785,NA,NA,5.082969456,23.47135537,NA,NA,NA,NA,1.483483482,NA,4.23430968,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.268055507796,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",2020-05-10,5119,144.334256776808,604,3.73296348328511,0.388349496,NA,0.44776119,NA,NA,0.4509018,1.581728808,6.736525264,NA,NA,NA,NA,NA,0.87986464,0.623556594,11.6069136,8.65672839,1.73283045,NA,NA,1.542645234,NA,0.395939078,26.0843891,NA,NA,0.228956224,30.22944354,NA,12.3937785,NA,NA,NA,0.12716763,0.065965584,NA,NA,1.76662848,NA,NA,14.227797028,17.89084944,NA,NA,NA,0.863333358,1.73047303,NA,3.334379335,0.20304072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.144310263808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",2020-05-11,5119,197.567493232,607,3.78979778386053,0.451505034,NA,0.6019656,NA,NA,NA,2.390052291,8.70651736,NA,NA,NA,NA,NA,0.876288647,0.539592768,16.012924,10.816356602,3.2578026,NA,0.197727264,2.598591528,NA,0.435897442,35.38111221,NA,NA,NA,46.791749622,NA,17.1510192,NA,NA,NA,0.172233816,0.119880126,NA,NA,1.818123744,NA,NA,15.54151086,24.94464048,NA,NA,NA,1.476923112,2.495460526,NA,4.7896184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",2020-05-14,5119,195.76985911,638,3.8290735408796,0.33663366,NA,0.35981308,NA,NA,NA,2.273093935,4.382331672,NA,NA,NA,NA,NA,0.696383532,0.690410934,15.342208,8.75296075,3.17592976,NA,NA,2.557717321,NA,0.568638686,42.68995274,NA,NA,NA,46.729310964,NA,16.02295596,NA,NA,NA,0.118387911,0.063522615,NA,NA,1.855979892,NA,NA,15.005170888,25.9780136,NA,NA,NA,2.3326253,1.48665816,NA,4.35115975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",2020-05-18,5119,227.730133857,668,3.84682932779751,0.28701594,NA,0.558030494,NA,NA,NA,1.9830867,6.274568828,NA,NA,NA,NA,NA,0.67052979,0.589164786,18.07014664,10.036002759,3.3261152,NA,NA,2.585542212,NA,0.593813246,70.79517144,0.999539345,NA,NA,40.186523916,NA,16.76705445,NA,NA,NA,0.201207252,0.132663308,NA,NA,2.86746594,NA,NA,14.340011093,27.92730069,NA,NA,NA,1.686650132,2.166666736,NA,4.68586296,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",2020-05-19,5119,253.251369642176,688,3.85803809446687,0.370838124,NA,0.484375008,NA,NA,NA,2.07100593,4.788365724,NA,NA,NA,NA,NA,0.810389628,0.603689202,18.02244304,9.48470436,3.29391456,NA,0.224845408,2.579308459,NA,0.692420222,75.30048882,NA,NA,0.377777763,55.211538756,NA,17.23215062,NA,NA,NA,0.20351526,0.095238096,NA,NA,2.950138132,NA,NA,21.345157688,28.43874765,NA,NA,NA,2.397062785,1.697479082,NA,4.4231922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.152583125176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",2020-05-26,5119,293.085602075,772,3.84543176692977,0.305045874,NA,0.648390931,NA,NA,0.883878296,3.106286123,12.86158137,NA,NA,NA,NA,NA,0.794979076,0.591780798,19.30589933,13.85389047,3.4280656,NA,0.3585218,3.0928647,NA,0.678652983,74.29999751,NA,NA,NA,58.66531778,NA,17.33614512,NA,NA,NA,0.222680404,0.287712272,NA,NA,4.479100842,NA,NA,28.76945435,34.64552322,NA,NA,NA,2.956945368,3.57869538,NA,4.91697726,3.017215218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2020-05-27,5119,273.336345246,778,3.86164376091966,0.271118714,NA,0.81615929,NA,NA,NA,2.152227766,5.466593655,NA,NA,NA,NA,NA,0.803905637,0.769736862,18.98949988,10.040890144,3.37676202,NA,NA,2.7195903,NA,0.698991031,72.48785103,0.889689364,NA,0.529411728,49.022862775,NA,17.12010015,NA,NA,NA,0.348631965,0.290060837,NA,NA,4.642230408,NA,NA,36.774627972,34.70450088,NA,NA,NA,3.930313452,1.403225746,NA,5.08736364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",2020-05-28,5119,285.511181584,799,3.8621952839408,0.379133429,NA,0.695093467,NA,NA,NA,2.215654942,4.218131322,NA,NA,NA,NA,NA,NA,0.740660508,19.21477278,9.53595612,3.58111062,NA,NA,3.033565791,NA,0.812164082,75.59919635,1.16894976,NA,0.662768035,54.886365744,NA,17.71742302,NA,NA,NA,0.2718894,0.279024394,NA,NA,5.442582144,NA,NA,37.385862118,37.15522249,NA,NA,NA,3.456607752,1.458692976,NA,5.60035434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2020-06-02,5119,298.032980475,934,3.88959689897956,0.26062322,NA,0.848729784,NA,NA,0.55351352,2.649880116,6.23714889,NA,NA,NA,NA,NA,0.793574292,0.841964746,20.009543,10.4443992,3.6517329,NA,NA,3.175257696,NA,0.76328504,71.11718712,1.506684487,NA,0.876660334,59.839318528,NA,21.13514694,NA,NA,NA,0.403846156,0.681307449,NA,NA,6.72533598,NA,NA,31.984953306,41.66747275,NA,NA,NA,3.998916304,1.941499017,NA,5.9249997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2020-06-06,5119,352.534191522,1054,3.88989449126463,0.782433978,NA,2.002247235,NA,NA,0.643243251,3.20150672,5.44779032,NA,NA,NA,NA,NA,1.24394186,0.809628,19.41179662,10.370111958,2.7822015,NA,1.231506146,2.830863052,NA,1.112138379,87.14080322,NA,NA,1.175090216,77.044922362,NA,19.02783576,NA,NA,NA,2.62681155,0.940438925,NA,NA,8.052325905,NA,NA,47.333333614,37.45595625,NA,NA,NA,4.442873814,1.764268047,NA,6.30769248,7.35243036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2020-06-07,5119,279.908478765127,1066,3.76640302475638,0.676185024,NA,1.91442543,NA,NA,NA,3.08016868,9.8200347,NA,NA,NA,NA,NA,1.02608696,0.66247858,16.535376,14.80963268,2.67774505,NA,0.885875676,2.621297694,NA,0.731794998,68.71385628,1.965957378,NA,NA,35.657033536,NA,16.76530902,NA,NA,NA,2.599814168,0.789473675,NA,NA,8.434890366,NA,NA,38.05301232,33.57296568,NA,NA,NA,2.550132279,2.41897936,NA,4.22419488,8.605725219,NA,NA,NA,NA,NA,0.116033132127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2020-06-08,5119,329.015304907971,1080,3.77143290707018,0.744630112,NA,1.199750344,NA,NA,NA,3.399234601,13.57132766,NA,NA,NA,NA,NA,0.6301824,0.5629139,22.60017852,15.02642076,3.6007736,NA,0.72816593,3.94122458,NA,1.09743588,70.21628064,2.229119112,NA,NA,58.033763106,NA,22.2585066,NA,NA,NA,2.637214096,0.832644618,NA,NA,9.892185978,NA,NA,32.000954336,50.0007149,NA,NA,NA,4.1676597,3.44641752,NA,6.00480839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.192797624971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",2020-06-09,5119,316.371500648,1091,3.89825432602906,0.408233274,NA,1.248815222,NA,NA,0.925373124,2.405867987,4.583017056,NA,NA,NA,NA,NA,0.96618354,0.76467418,23.03585304,10.031943967,4.47771236,NA,1.103448256,2.866429636,NA,0.852071004,78.55218936,1.858168758,NA,2.236893312,39.108985962,NA,23.9936319,NA,NA,NA,2.687500012,0.861680335,NA,NA,8.199936936,NA,NA,41.42984884,52.85787588,NA,NA,NA,3.192919839,1.595680828,NA,6.12656604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",2020-06-10,5119,389.396668441,1147,3.93952459950655,0.784615416,NA,1.360424043,NA,NA,1.29398412,2.792172324,5.10245218,NA,NA,NA,NA,NA,1.0894309,1.076086946,25.77440602,11.037282552,4.22240522,NA,NA,3.180590214,NA,1.0950174,93.75875345,2.06613763,NA,3.81818164,64.503309736,NA,25.90492992,NA,NA,NA,4.10997209,0.951794848,NA,NA,8.0915549,NA,NA,48.880209392,58.48247174,NA,NA,NA,3.51077354,1.945155296,NA,7.48928268,7.075274244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",2020-06-11,5119,369.884383099,1184,3.9476859504262,0.712041906,NA,0.832568781,NA,NA,NA,2.348607024,5.72340419,NA,NA,NA,NA,NA,1.15597784,1.06809648,28.2933959,11.784802815,4.48447714,NA,NA,3.320512904,NA,1.202996836,88.859793,NA,NA,3.227848106,62.273596125,NA,26.42883742,NA,NA,NA,2.774422767,0.94955484,NA,NA,9.44111153,NA,NA,41.878331924,59.62962796,NA,NA,NA,3.953240115,2.030839636,NA,7.51029786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",2020-06-12,5119,422.558517645,1200,4.00174300200085,0.812499983,NA,1.578260805,NA,NA,1.47102111,2.524651515,5.03585096,NA,NA,NA,NA,NA,1.16071426,1.149261288,29.08323827,10.725852024,4.99385499,NA,NA,3.494351595,NA,1.052002185,107.56120344,2.102695842,NA,16.277086688,68.4842886,NA,28.03194069,NA,NA,NA,4.127208519,1.620522737,NA,NA,10.034427344,NA,NA,41.27937399,60.55502544,NA,NA,NA,4.215246888,1.633333352,NA,7.1968965,6.35770863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",2020-04-22,5139,8.6852099502,26,3.67118111762767,0.572557895,NA,0.285714294,NA,NA,NA,NA,NA,0.36989797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6279177912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.37410064,NA,NA,4.45502136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",2020-04-23,5139,10.577694639,29,3.86196475970435,0.461891131,NA,0.266506614,NA,NA,NA,NA,NA,0.441396495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825988195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.90993058,NA,NA,5.671981624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",2020-04-24,5139,11.675682904,30,3.89850165083364,0.651752023,NA,0.42615558,NA,NA,NA,NA,NA,0.526417854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.61168022,NA,NA,6.459677227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",2020-04-25,5139,13.749493318,32,3.7750361281811,0.69125212,NA,0.504950478,NA,NA,NA,NA,NA,0.469957086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.285571202,NA,NA,7.797762432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",2020-04-26,5139,14.9462823364,33,3.57009451500235,0.604299813,NA,0.553108822,NA,NA,NA,NA,NA,0.332428026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.606924768,NA,2.7384097074,7.1111112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",2020-04-27,5139,13.657543888,38,3.85092315977817,0.696296315,NA,0.381495555,NA,NA,NA,NA,NA,0.691593579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.870519811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.679999908,NA,NA,7.33763872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",2020-04-28,5139,11.886191366,43,3.75063405739092,0.637990743,NA,0.390818855,NA,NA,NA,NA,NA,0.860630748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.760045254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.789536278,NA,NA,6.447169488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",2020-04-30,5139,15.733930371,50,3.88100625216192,0.76592082,NA,0.707045702,NA,NA,NA,NA,NA,1.071210582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.722342884,1.354116687,NA,8.113293696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",2020-05-01,5139,18.577985513,54,3.97306726475872,0.967778384,NA,0.785714325,NA,NA,NA,NA,NA,1.061766186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.183684081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.996008068,1.36686396,NA,9.216170509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",2020-05-02,5139,18.65719861,54,3.85409787426477,0.873403008,NA,0.96577018,NA,NA,NA,NA,NA,0.855042045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.141036988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.988636444,1.563702221,NA,9.269607724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",2020-05-03,5139,17.225993616,60,3.59798542925213,0.679678496,NA,0.78378379,NA,NA,NA,0.723377157,NA,0.775488054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.198795218,1.414742517,NA,8.650128384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",2020-05-04,5139,23.6689290764,62,3.85475680147815,0.846463504,NA,0.62726177,NA,NA,NA,NA,NA,0.966785897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19784573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.259593848,1.52986094,3.9710943874,10.270023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",2020-05-05,5139,21.5026653522,62,3.87263349053142,0.78186969,NA,0.59113301,NA,NA,NA,NA,NA,0.992268013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2830191584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.683973015,NA,4.0363290228,10.134073443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",2020-05-06,5139,23.2855323868,66,3.90283130253878,0.809523833,NA,0.74519232,NA,NA,NA,NA,NA,1.10136156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.328868166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.586813374,NA,5.0926638778,10.621109256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",2020-05-07,5139,20.1281734568,72,3.90682292394745,0.70993224,NA,0.72202168,NA,NA,NA,NA,NA,1.247279878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.556879767,NA,3.6322563378,10.259803554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
