"313",2020-05-19,45007,169.012712761,203,3.97464642674873,NA,NA,NA,NA,NA,3.331298472,1.634042496,2.47128696,NA,NA,NA,NA,2.356435536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.485857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.269816785,3.281453718,NA,NA,NA,NA,NA,2.358318132,NA,NA,NA,NA,NA,6.45517243,NA,22.12280707,NA,NA,9.246224162,NA,NA,NA,NA,NA,NA
"314",2020-05-20,45007,167.522318483,205,3.93094813195161,NA,NA,NA,NA,NA,3.005090553,1.64965348,2.53526975,NA,NA,NA,NA,2.703092825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.81918416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.300148735,3.296180254,NA,NA,NA,NA,NA,2.358797328,NA,NA,NA,NA,NA,5.97901852,NA,21.56173222,NA,NA,9.314150658,NA,NA,NA,NA,NA,NA
"315",2020-05-21,45007,183.44149198724,209,4.020141990734,NA,NA,NA,NA,NA,3.126091713,1.727642272,2.6221728,NA,NA,NA,NA,2.695040957,NA,NA,NA,NA,0.12406749224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.40752352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.2096503,3.988289475,NA,NA,NA,NA,NA,2.323895886,NA,NA,NA,NA,NA,6.02809429,NA,24.63977113,NA,NA,9.549252152,NA,NA,NA,NA,NA,NA
"316",2020-05-22,45007,205.167113272,211,4.07374192520007,NA,NA,NA,NA,NA,4.956878916,2.114315976,3.5920001,NA,NA,NA,NA,3.62981652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0219834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.115215,4.280226834,NA,NA,NA,NA,NA,2.34864306,NA,NA,NA,NA,NA,6.76556832,NA,27.55136045,NA,NA,11.791104696,NA,NA,NA,NA,NA,NA
"317",2020-05-23,45007,216.664528331,210,4.01792210967411,NA,NA,NA,NA,NA,5.279843432,2.50899537,4.56825148,NA,NA,NA,NA,3.48909429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.65517245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.18464119,5.179067829,NA,NA,NA,NA,NA,2.243693304,NA,NA,NA,NA,NA,7.06878075,NA,28.56573345,NA,NA,11.921254786,NA,NA,NA,NA,NA,NA
"318",2020-05-24,45007,186.393555526,210,3.88579263493614,NA,NA,NA,NA,NA,4.740515717,2.193732135,4.23977268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9.9470287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.286248431,4.132489671,NA,NA,NA,NA,NA,2.20148621,NA,NA,NA,NA,NA,7.36102062,NA,27.78680034,NA,NA,8.504461022,NA,NA,NA,NA,NA,NA
"319",2020-05-25,45007,158.006037268,210,3.84602651860203,NA,NA,NA,NA,NA,4.237612706,1.821198108,3.3274566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1900946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.951394073,3.612293901,NA,NA,NA,NA,NA,2.25818384,NA,NA,NA,NA,NA,7.23676578,NA,26.37103766,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",2020-05-26,45007,207.864578032,213,4.02048380986561,NA,NA,NA,NA,NA,2.971170153,1.862745142,3.17956652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.71620195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.01949601,5.024432595,NA,NA,NA,NA,NA,2.958693584,NA,NA,NA,NA,NA,7.73671747,NA,30.67991384,NA,NA,11.715640768,NA,NA,NA,NA,NA,NA
"321",2020-05-27,45007,213.9541715,214,4.01538997728119,NA,NA,NA,NA,NA,2.780557079,2.1641338,2.535571558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.01487895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.04779704,5.603095008,NA,NA,NA,NA,NA,2.868613065,NA,NA,NA,NA,NA,7.182084,NA,32.06495625,NA,NA,12.69248475,NA,NA,NA,NA,NA,NA
"322",2020-05-28,45007,219.134696209,218,4.03350207039841,NA,NA,NA,NA,NA,3.410103239,2.38233512,3.10011772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9.45514132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.4875755,6.61219824,NA,NA,NA,NA,NA,2.70441414,NA,NA,NA,NA,NA,7.73356612,NA,31.62254382,NA,NA,12.62670099,NA,NA,NA,NA,NA,NA
"323",2020-05-29,45007,248.09475027,226,4.08364000091282,NA,NA,NA,NA,NA,4.10899726,2.65501224,3.54262524,NA,NA,NA,NA,3.65757584,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.56566199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.33695944,7.380996541,NA,NA,NA,NA,NA,2.893759114,NA,NA,NA,NA,NA,8.0744885,NA,35.7689142,NA,NA,14.109759905,NA,NA,NA,NA,NA,NA
"324",2020-05-30,45007,260.5363478229,226,4.02896128810068,NA,NA,NA,NA,NA,6.037499925,3.193548345,4.6725825,NA,NA,NA,NA,5.006135112,NA,NA,NA,NA,0.0329260509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.19617187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.11846356,8.262090624,NA,NA,NA,NA,NA,3.303040986,NA,NA,NA,NA,NA,8.4437735,NA,36.67323271,NA,NA,14.59688264,NA,NA,NA,NA,NA,NA
"325",2020-05-31,45007,239.290608903,230,3.93008826871562,NA,NA,NA,NA,NA,4.9921386,2.584052415,4.823151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.63687952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.662203072,6.832345068,NA,NA,NA,NA,NA,3.19917465,NA,NA,NA,NA,NA,8.605782,NA,37.99839105,NA,NA,11.956491528,NA,NA,NA,NA,NA,NA
"326",2020-06-01,45007,280.138544343,232,4.03601607112406,NA,NA,NA,NA,NA,3.897180675,5.736920796,4.52508375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.56647688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.74710075,7.413380972,NA,NA,NA,NA,NA,3.232683392,NA,NA,NA,NA,NA,10.35028638,NA,43.24820157,NA,NA,16.421229178,NA,NA,NA,NA,NA,NA
"327",2020-06-02,45007,294.312985376,235,4.05504347974093,NA,NA,NA,NA,NA,3.1214847,5.578048224,3.80137758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.60371572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.83115836,8.191132677,NA,NA,NA,NA,NA,3.25962234,NA,NA,NA,NA,NA,9.5874746,NA,44.64460305,NA,NA,16.694368125,NA,NA,NA,NA,NA,NA
"328",2020-06-03,45007,298.293501346,235,4.06331130443729,NA,NA,NA,NA,NA,3.5240466,5.797804896,3.91012954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8197736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.72581474,8.009799945,NA,NA,NA,NA,NA,3.015154415,NA,NA,NA,NA,NA,9.5719173,NA,46.08990531,NA,NA,16.829155,NA,NA,NA,NA,NA,NA
"329",2020-06-04,45007,307.942272505,235,4.07510750162199,NA,NA,NA,NA,NA,3.340206156,6.600169012,4.15644984,NA,NA,NA,NA,3.587388048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.08383198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.1161801,9.572753484,NA,NA,NA,NA,NA,3.39605422,NA,NA,NA,NA,NA,9.6063957,NA,46.49067459,NA,NA,17.992169375,NA,NA,NA,NA,NA,NA
"330",2020-06-05,45007,354.573009727,254,4.10753105175072,NA,NA,NA,NA,NA,4.294974915,8.045394082,4.63060689,NA,NA,NA,NA,4.34815948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.95571188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224.90435625,9.61557348,NA,NA,NA,NA,NA,4.082488573,NA,NA,NA,NA,NA,9.24931975,NA,51.41733142,NA,NA,20.029093007,NA,NA,NA,NA,NA,NA
"331",2020-06-06,45007,362.989759754,254,4.06433383103965,NA,NA,NA,NA,NA,7.666146696,10.003902115,6.41065308,NA,NA,NA,NA,5.216367615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.97172928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228.03691875,10.100175596,NA,NA,NA,NA,NA,4.038297877,NA,NA,NA,NA,NA,9.83439105,NA,49.9128812,NA,NA,18.798296495,NA,NA,NA,NA,NA,NA
"332",2020-06-07,45007,317.160526693,270,3.94605769254079,NA,NA,NA,NA,NA,4.429906435,8.17311096,6.41985201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.67952584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.38608372,8.25583784,NA,NA,NA,NA,NA,3.960646116,NA,NA,NA,NA,NA,10.12846228,NA,48.3553973,NA,NA,15.371704192,NA,NA,NA,NA,NA,NA
"333",2020-06-08,45007,359.927786761,271,4.03267726110127,NA,NA,NA,NA,NA,4.517144414,7.745973067,6.1383064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.09374956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226.4467896,8.75401938,NA,NA,NA,NA,NA,4.91734584,NA,NA,NA,NA,NA,10.7046277,NA,53.40571908,NA,NA,20.20411172,NA,NA,NA,NA,NA,NA
"334",2020-06-09,45007,373.129496055,280,4.03393733142974,NA,NA,NA,NA,NA,4.246102352,7.002081989,4.32993327,NA,NA,NA,NA,4.03902432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1146494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237.62862,9.686329402,NA,NA,NA,NA,NA,4.114402584,NA,NA,NA,NA,NA,9.9058998,NA,55.23388208,NA,NA,20.828570858,NA,NA,NA,NA,NA,NA
"335",2020-06-10,45007,396.664538305,278,4.04824708097529,NA,NA,NA,NA,NA,4.18273554,7.247956296,4.73054127,NA,NA,NA,NA,3.97080288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1757184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255.75497794,9.753980925,NA,NA,NA,NA,NA,4.519166465,NA,NA,NA,NA,NA,10.5298934,NA,59.20141932,NA,NA,21.597345869,NA,NA,NA,NA,NA,NA
"336",2020-06-11,45007,426.902365229,286,4.0882916169593,NA,NA,NA,NA,NA,4.134440239,7.306860533,4.8226581,NA,NA,NA,NA,4.49819784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.34545421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.67087725,11.29174995,NA,NA,NA,NA,NA,5.492183235,NA,NA,NA,NA,NA,11.0503883,NA,64.72888856,NA,NA,22.560667012,NA,NA,NA,NA,NA,NA
"337",2020-06-12,45007,485.08176975,297,4.12969073366474,NA,NA,NA,NA,NA,4.581017448,8.873454096,5.73146954,NA,NA,NA,NA,4.289855184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.81864686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309.48999809,15.335663004,NA,NA,NA,NA,NA,6.034080808,NA,NA,NA,NA,NA,12.56032306,NA,73.62685836,NA,NA,26.7404033,NA,NA,NA,NA,NA,NA
"338",2020-04-24,45073,25.233226165,20,3.98501309426016,NA,NA,NA,NA,NA,NA,0.58421672,0.18441744,NA,NA,0.184782609,NA,2.819025558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.845432938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.39140118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.22394972,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339",2020-04-25,45073,23.84445267,20,3.79314730316928,NA,NA,NA,NA,NA,NA,0.854374848,0.196422546,NA,NA,0.305921061,NA,3.568869535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.201501824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.865273856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.852089,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340",2020-04-27,45073,24.241636,24,3.88844421589422,NA,NA,NA,NA,NA,NA,0.501412008,0.214285716,NA,NA,0.27818449,NA,3.261642624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.115463069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.997660853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.87298724,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341",2020-05-01,45073,34.339464211,24,4.04353229516646,NA,NA,NA,NA,NA,NA,0.781034526,0.325869775,NA,NA,0.314240654,NA,4.8684728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.358461528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.498343968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.19304096,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",2020-05-02,45073,48.7202830672,25,3.90556810478056,NA,NA,NA,NA,NA,NA,1.291102858,0.637091818,NA,NA,0.431042124,NA,7.645922192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.365021878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.66816164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3287431,NA,NA,2.3531974572,NA,NA,NA,NA,NA,NA
"343",2020-05-03,45073,42.571009879,26,3.76411497348853,NA,NA,NA,NA,NA,NA,1.10270954,0.532722498,NA,NA,0.54901962,NA,6.107954522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.359408276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.369467883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.54972754,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344",2020-05-04,45073,29.964817083,27,3.94463873857288,NA,NA,NA,NA,NA,NA,0.761012154,0.435353148,NA,NA,0.433355208,NA,4.580831097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.644220238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.498471538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6115737,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345",2020-05-07,45073,33.249916034,32,3.98307905039919,NA,NA,NA,NA,NA,NA,0.811898496,0.4790304,NA,NA,0.32931726,NA,3.81795723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.358115502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.216407696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.23718945,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346",2020-05-08,45073,33.845866833,36,4.00619146473121,NA,NA,NA,NA,NA,NA,1.00252385,0.450760305,NA,NA,0.385661328,NA,4.5703125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.32139051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1897489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.92546944,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347",2020-05-09,45073,41.042890655,37,3.9820872930521,NA,NA,NA,NA,NA,NA,1.195440625,NA,NA,NA,0.45056063,NA,5.68671966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.099276144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.996256706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.61463689,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348",2020-05-10,45073,37.034386371,37,3.85922625957003,NA,NA,NA,NA,NA,NA,1.0193605,NA,NA,NA,0.590614076,NA,5.91138747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.940199109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.008541216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.564284,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349",2020-05-12,45073,33.970902164,39,3.92923833542738,NA,NA,NA,NA,NA,NA,0.862325541,0.539489664,NA,NA,0.370614023,NA,3.849701084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9957367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.296581432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.05645372,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",2020-05-15,45073,52.562933411,42,4.04271559067532,NA,NA,NA,NA,NA,NA,1.36738053,0.857511249,NA,NA,0.389999987,NA,6.765224256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.584240874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.073863575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.52471294,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",2020-05-16,45073,73.97525788,41,3.95579561308883,NA,NA,NA,NA,NA,NA,1.93175553,1.148531931,NA,NA,0.458949075,NA,9.20150976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.132656286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.996841356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.60111224,NA,NA,3.503901702,NA,NA,NA,NA,NA,NA
"352",2020-05-17,45073,58.15803852,41,3.83109819746296,NA,NA,NA,NA,NA,NA,2.115055072,1.27083986,NA,NA,0.594318686,NA,7.934612385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.823065684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.066035833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.354111,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",2020-05-20,45073,36.9758631425,41,3.9526497396152,NA,NA,NA,NA,NA,NA,1.16761185,NA,NA,NA,0.361290314,NA,4.83711321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.015212885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8103196435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.78431524,NA,NA,NA,NA,NA,NA,NA,NA,NA
