"","local_date","next_area_fip","inflow_cases","next_area_active_cases","next_area_cmi","36061","2110","10003","15001","15003","15009","25019","26099","26115","26147","26163","27137","34001","34003","34005","34007","34009","34011","34013","34015","34017","34019","34021","34023","34025","34027","34029","34031","34033","34035","34037","34039","34041","36019","36029","36033","36063","36071","36087","36089","36105","39043","39095","39123","42017","42029","42045","42077","42089","42091","42095","42101","42103","50011"
"1",2020-04-22,34003,9432.58080724518,12810,1.39582608335107,3513.561646777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707.702071883,NA,1487.83666955,NA,NA,NA,NA,186.23736297,NA,1875.11310805,NA,NA,18.286329262,284.883979562,NA,0.05120775306,0.150657758122,NA,NA,163.02734932,1195.73042436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2020-04-23,34003,9329.355834116,13142,1.20487799286425,3270.859596147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710.030173875,NA,1538.5995684,NA,NA,NA,NA,184.186398924,NA,1977.93727224,NA,NA,18.864052038,291.78622714,NA,0.0451128,NA,NA,NA,146.352213352,1190.6952192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",2020-04-24,34003,9475.69163041911,13429,1.15828950520341,3428.64907827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,712.462407885,NA,1556.6327044,NA,NA,NA,NA,172.695199168,NA,1955.3655976,NA,NA,17.721234891,298.309279838,NA,0.02261188251,0.162089782595,NA,NA,154.292401522,1179.37902518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",2020-04-25,34003,10241.9619972314,13784,2.48021785770784,3941.955765356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,696.809120329,NA,1586.83035115,NA,NA,NA,NA,160.908358488,NA,1995.36759942,NA,NA,15.372077616,NA,NA,0.0233754005,0.08884521985,NA,NA,192.558826712,1652.04767754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",2020-04-26,34003,7104.43041966624,14010,0.88837632464509,2548.613535932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459.1840896,NA,1126.284962682,NA,NA,NA,NA,119.414692625,NA,1513.56669716,NA,NA,14.497194565,129.582502268,NA,NA,0.200981516241,NA,NA,116.01341884,1077.072344478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",2020-04-27,34003,9614.958652848,14144,1.12089248072252,3333.24007614,NA,NA,NA,NA,NA,NA,NA,0.040806817,NA,NA,NA,NA,NA,NA,NA,NA,NA,691.006720397,NA,1560.61899708,NA,NA,NA,NA,175.851419975,NA,2122.75589001,NA,NA,21.980057355,295.649753916,NA,0,0.381378606,NA,NA,177.562626052,1235.8709265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",2020-04-28,34003,11074.2953225385,14249,2.04106508638702,3732.534465792,NA,NA,NA,NA,NA,NA,NA,0.020452170795,NA,NA,NA,NA,NA,NA,NA,NA,NA,826.345542,NA,1813.13012265,NA,NA,NA,NA,204.799442347,NA,2411.6057952,NA,NA,25.721081565,324.7080265,NA,0.10362693,0.3912315,0.008991654,NA,206.59065465,1528.28746616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04842341972
"8",2020-04-30,34003,10913.5162918592,14474,1.06244611088958,3843.093666321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,833.950537904,NA,1760.83423152,NA,NA,NA,NA,204.087822492,NA,2400.4549078,NA,NA,23.243717036,345.312079344,NA,0,0.207890978947,0.00965872455,0.199425387,189.47587099,1312.59654144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04994192172
"9",2020-05-01,34003,11807.722469295,14643,1.78638086359677,4200.244981499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840.021051114,NA,1900.8880058,NA,NA,NA,NA,207.775004664,NA,2571.3517998,NA,NA,20.275244626,344.15154309,NA,NA,0.32587883,NA,NA,202.157316982,1520.53164289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",2020-05-02,34003,13085.2397344233,14772,2.93661039217528,4999.818804832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,881.502297831,NA,2142.42739501,NA,NA,NA,NA,207.897458288,NA,2682.75480452,NA,NA,21.555951685,NA,NA,0.026728082,0.115447139332,NA,NA,226.980630416,1922.16021662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",2020-05-03,34003,11279.92068541,14975,2.22547517378367,3680.895387426,NA,NA,NA,NA,NA,NA,0.103708677128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741.757127976,NA,1779.56223536,NA,NA,NA,NA,188.831262564,93.480591554,2465.8210818,NA,NA,26.036586324,213.527587617,NA,0.029551928,0.120998058888,NA,NA,210.760825156,1861.59877244,NA,17.394968529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",2020-05-04,34003,12675.1732970339,15067,2.02463592084559,3974.44419561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,965.842119261,NA,2070.90166416,NA,NA,NA,NA,243.0218136,NA,2973.73638527,NA,NA,37.954577756,352.92936774,NA,0.06012211392,0.367007067,NA,0.0585714,243.047481696,1812.80999136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",2020-05-05,34003,13562.510605287,15199,2.79378568623665,4697.612189595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1030.744567665,NA,2183.22243466,NA,NA,NA,NA,242.773728078,NA,3061.06073724,NA,NA,27.454999422,391.03596882,NA,0.090909065,0.245808132,NA,NA,222.13394469,1706.13531792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",2020-05-06,34003,13434.910118199,15231,1.43617407511986,4691.211060528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1015.14725241,NA,2070.20226348,NA,NA,NA,NA,249.335601536,NA,3065.54153679,NA,NA,28.344838995,376.672310124,NA,0,0.253074745,NA,NA,231.799443239,1706.29425396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.108482392
"15",2020-05-07,34003,14007.169492821,15290,2.88250997361169,4807.92183549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1051.6269332,NA,2318.67536203,NA,NA,NA,NA,244.345300281,NA,3083.397729,NA,NA,29.665411046,408.80145036,NA,NA,0.5239062,NA,NA,254.903118696,1807.20138503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107061488
"16",2020-05-08,34003,13887.9591574708,15380,1.89543856679168,4665.293344734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1003.425215276,NA,2321.3357932,NA,NA,NA,NA,264.123112475,NA,3087.7328537,NA,NA,29.94077124,413.910384237,NA,0.0317748207,0.53774553309,NA,NA,252.272261345,1849.35590091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2020-05-09,34003,13805.014622409,15456,2.21762303277,4930.425454647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,979.23642633,NA,2250.52297733,NA,NA,NA,NA,241.435435812,NA,2961.0885397,NA,NA,22.885289728,319.269570088,NA,NA,0.14101139602,NA,NA,200.506219298,1899.50369808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",2020-05-10,34003,13603.28519591,15574,2.975336970251,4861.717214724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,880.454575671,NA,2212.43623392,NA,NA,NA,NA,257.411272622,NA,2931.83668667,NA,NA,30.572793743,285.31168971,NA,0.07000488,0.432934912,NA,NA,234.621767968,1908.42002109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2020-05-11,34003,14011.9017077374,15670,1.63231676223308,4716.134561687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1013.11434608,NA,2318.47745775,NA,NA,NA,NA,262.458779544,NA,3237.2152766,NA,NA,35.59741118,394.253174937,NA,0.06818184144,0.433522946,NA,NA,246.092657052,1788.05633812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2020-05-12,34003,13469.2604512859,15703,1.38957177643929,4705.31574793,NA,NA,NA,NA,NA,NA,NA,0.029673043143,NA,NA,NA,NA,NA,NA,NA,NA,NA,1033.4266579,NA,2202.99817923,NA,NA,NA,NA,245.681906685,NA,3050.99064683,NA,NA,30.091107083,396.939793696,NA,0,0.86248820073,NA,NA,217.754368128,1585.16988256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2020-05-13,34003,14405.6595183638,15741,2.86956870235051,5058.605843086,NA,NA,NA,NA,NA,NA,NA,0.028795212456,NA,NA,NA,NA,NA,NA,NA,NA,NA,1031.227682782,NA,2270.31800284,NA,NA,NA,NA,274.973919155,NA,3212.42742968,NA,NA,31.43529084,411.284783448,NA,0.1364684246,0.283126885794,NA,NA,252.73586481,1862.2023112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2020-05-14,34003,13746.558408354,15657,2.84646418462255,4101.3540128905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1088.547947919,NA,2370.3635207,NA,NA,NA,NA,262.27305576,NA,3310.81939575,NA,NA,30.241513728,404.840700225,NA,0.06933811346,0.716707968,NA,NA,258.5490714,1918.7831439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",2020-05-15,34003,15714.882527973,15752,3.16287135107951,5424.674238081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1150.385992362,NA,2605.9467214,NA,NA,NA,NA,286.8695872,NA,3501.82044694,NA,NA,31.417410992,410.482502918,NA,0.10588239,0.718841547,NA,NA,278.537240793,2023.92366335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",2020-05-16,34003,16757.7955126571,15796,3.20474500353164,6338.211179664,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111.071657547,NA,2587.56159795,NA,NA,NA,NA,269.637067365,NA,3505.978154,NA,NA,29.20523562,371.351182482,NA,0.04016624613,0.608469669,NA,NA,303.547122186,2223.63134916,NA,16.952330768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",2020-05-17,34003,13789.470037916,15906,2.76885094783051,4503.633593472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,898.40261162,NA,2281.3595404,NA,NA,NA,NA,239.79445515,141.480559038,2998.76112621,NA,NA,32.614828922,272.109778745,NA,0.083215088,0.641914652,NA,NA,274.523529435,2115.59972844,NA,30.465156744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",2020-05-18,34003,15602.324194473,15999,2.92929061602857,5167.505208544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1151.95137183,NA,2537.6068578,NA,NA,NA,NA,293.652740472,NA,3580.26801663,NA,NA,40.718983084,426.613713111,NA,0.12195126,0.466331675,NA,NA,300.946881317,2102.47213875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",2020-05-19,34003,16367.993791152,16048,3.02587526332762,5704.923357614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1223.35086554,NA,2654.19791877,NA,NA,NA,NA,292.89779084,NA,3642.26222448,NA,NA,32.400278852,466.427609284,NA,0.0816696918,0.152583125176,NA,NA,277.088911015,2074.21058194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"28",2020-05-20,34003,16638.0720812951,16018,3.08454062071193,5749.96573392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1285.853199624,NA,2703.665349,NA,NA,NA,NA,303.989524342,NA,3693.23370657,NA,NA,35.310986217,482.234160416,NA,0.12195126,0.61512116,NA,NA,292.424441208,2090.606765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05114257812
"29",2020-05-21,34003,17200.3437548518,16075,3.18464434601886,6056.562604896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1297.449498297,NA,2756.42340484,NA,NA,NA,NA,303.692237156,NA,3762.98964841,NA,NA,32.633378744,473.348017864,NA,0.04063203,0.78495035079,NA,NA,310.296118784,2206.12326348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",2020-05-22,34003,17410.8528018409,16138,3.31435756296528,5991.128945922,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1342.580108856,NA,2808.78559406,NA,NA,NA,NA,310.532008272,NA,3862.29150981,NA,NA,34.901948302,481.247602347,NA,0.15754923,0.484275613896,NA,NA,314.268124548,2264.47513488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",2020-05-23,34003,14977.3275900078,16147,1.97823281265747,5704.502177792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1048.482020331,NA,2394.06209098,NA,NA,NA,NA,242.854419556,NA,3250.03225328,NA,NA,22.004688816,NA,NA,NA,1.238369376,NA,NA,237.987610608,2076.11144532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05251394882
"32",2020-05-24,34003,14675.0737027033,16279,3.13711591317141,5453.330582418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950.678360306,NA,2386.0280486,NA,NA,NA,NA,257.185097145,75.8122390998,3102.93973692,NA,NA,28.910868814,NA,NA,0.08220412018,0.180737817146,0.0116822402,NA,297.51240578,2099.8383297,NA,22.563409743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",2020-05-25,34003,15125.0587706456,16376,3.09292039912837,5127.110353792,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1009.1538481,NA,2449.08598638,NA,NA,NA,NA,262.147552816,181.05854598,3239.60240439,NA,NA,34.723740171,296.632684464,NA,0.08250223982,0.7104472722,0.0119331806,NA,347.24254903,2141.86943898,NA,35.62678385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",2020-05-26,34003,16665.8528175907,16435,3.19338638034392,5646.458698065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1305.614775299,NA,2652.448032,NA,NA,NA,NA,304.878181692,NA,3768.96167904,NA,NA,44.790646736,438.288254731,NA,0.08168760327,0.87021895627,0.0125156402,NA,345.719515488,2157.72861234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",2020-05-27,34003,17960.91779745,16476,3.25113605906097,6378.62305525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1386.864636678,NA,2737.69728384,NA,NA,NA,NA,324.284446268,NA,3962.92465354,NA,NA,40.141852543,503.101273936,NA,0,0.697192482,NA,NA,318.850413063,2307.73298985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",2020-05-28,34003,17773.4420861524,16605,3.10200806000413,6548.114645044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1392.70798232,NA,2731.8161373,NA,NA,NA,NA,319.078094755,NA,3789.08389824,NA,NA,37.145843988,493.159961996,NA,0.04104646091,0.353069953236,NA,0.42832211121,313.263965484,2148.2491185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",2020-05-29,34003,16428.3736733101,16656,3.21978338860565,4848.689951289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1357.943306884,NA,2855.25687048,NA,NA,NA,NA,315.282260439,NA,3934.56119032,NA,NA,33.202178653,515.60763705,NA,0.03991223691,0.877655821,NA,NA,303.344904958,2263.51764509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05016008918
"38",2020-05-30,34003,16583.7729567594,16638,3.35895295534624,5480.2399078185,NA,NA,NA,NA,NA,NA,NA,0.0329260509,NA,NA,NA,NA,NA,NA,NA,NA,NA,1311.400890783,NA,2876.99003808,NA,NA,NA,NA,305.79806764,NA,3804.93300204,NA,NA,31.479168519,NA,NA,0,0.74599613,0,NA,340.28398755,2410.75153074,NA,21.117441408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",2020-05-31,34003,16586.7600840286,16693,3.17145222714704,5781.319463724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1096.5681227,NA,2488.08359968,NA,NA,NA,158.302682338,287.6474766,167.28710651,3420.01946976,NA,NA,42.224410312,320.972242188,NA,0.042345303,0.191179782446,0.027865728,NA,357.723983624,2432.2532636,NA,34.085245872,0,NA,0.01162630717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",2020-06-01,34003,17690.4886971056,16722,3.242112376094,5828.10957186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1340.856921008,NA,2826.39460554,NA,NA,NA,NA,344.9126867,NA,3985.70335949,NA,NA,51.696428985,463.09719456,NA,0.125511552,0.184369476599,NA,NA,389.986268514,2459.42177942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",2020-06-02,34003,18041.4801632388,16749,3.2552148143657,6256.726589568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400.81114871,NA,2888.55958884,NA,NA,NA,NA,326.6801496,NA,3997.06310622,NA,NA,41.22222214,513.79503087,NA,0.16779432,0.366557949702,NA,NA,320.28018006,2295.75577508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05201988106
"42",2020-06-03,34003,17903.5056914491,16781,3.15717128832523,6348.174108288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1382.943731884,NA,2833.3243074,NA,NA,NA,NA,319.545392466,NA,3989.35538155,NA,NA,40.773199137,501.835248775,NA,0.245490519,0.9178310529,NA,NA,324.872355424,2161.46685434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05179061318
"43",2020-06-04,34003,17983.0596835725,16805,3.31579759462656,6166.249716402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1401.284891952,NA,2864.66960124,NA,NA,NA,NA,323.17574335,NA,4077.88733724,NA,NA,35.915095494,537.253966515,NA,0.160137723,0.548648400482,NA,NA,317.15571459,2258.65731875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101511916
"44",2020-06-05,34003,16935.6142397199,16852,3.29982744953272,5120.935372215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1411.804243206,NA,2844.4151742,NA,NA,NA,NA,343.948140737,NA,4042.0128658,NA,NA,40.335676636,538.74777561,NA,0.118976574,1.2932885119,0.01316543,NA,329.47458776,2262.51497304,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",2020-06-06,34003,17359.30642233,16880,3.39913810070767,5582.188460924,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1333.77142563,NA,2806.40949888,NA,NA,NA,NA,327.169276758,NA,3944.50848646,NA,NA,38.05482858,456.189242058,NA,0,0.39303684,NA,NA,325.8984864,2544.7236798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",2020-06-07,34003,16941.2778971649,16894,3.27519367971058,5628.232452,NA,NA,NA,NA,NA,NA,0.116033132127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1183.79618986,NA,2561.58745938,NA,NA,NA,195.413800327,297.645607358,191.179459976,3612.3364431,NA,NA,44.721831684,363.661190576,NA,0.167643102,1.19664897274,NA,NA,376.159483921,2451.42103716,NA,33.642616616,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",2020-06-08,34003,18559.987955637,16917,3.32559485461164,6178.863257896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1408.061406204,NA,2923.39358016,NA,NA,NA,NA,355.268325526,NA,4140.26820216,NA,NA,51.5885601,511.682130834,NA,0.040611333,NA,NA,NA,386.022600164,2604.79928126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",2020-06-09,34003,19595.267918505,16945,3.39095364614654,7055.8377909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482.347843935,NA,2977.45326065,NA,NA,NA,161.528390796,342.796811151,NA,4174.41671745,NA,NA,42.543111237,547.968434024,NA,0,0.96377743,0,NA,362.562865812,2446.84891512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"49",2020-06-10,34003,19713.729668182,17032,3.39907166078606,7014.215076666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1516.666762,NA,2939.42874016,NA,NA,NA,173.009962584,355.674104627,NA,4240.75623844,NA,NA,44.898627,553.047050302,NA,0.081686457,0.766988484,0.027090688,NA,361.107375594,2514.04996518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",2020-06-11,34003,17648.6153186148,17073,3.23956290140527,5390.533061394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1469.559854367,NA,2899.7179376,NA,NA,NA,NA,360.98514828,NA,4185.0939679,NA,NA,41.7155871,544.013889749,NA,0.08145579494,1.363659517,NA,NA,334.336096785,2421.14256944,0.0720906879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",2020-06-12,34003,18814.6202667813,17094,3.51576840252489,5788.766750632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1555.072190416,NA,3107.16554874,NA,NA,NA,NA,362.226907612,NA,4340.75984875,NA,NA,39.81567279,572.961697581,NA,NA,1.1833228787,NA,NA,380.47877166,2666.0470347,0.14252102164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"52",2020-04-22,34017,4491.74119746099,11431,1.54560266341838,1953.8897484015,NA,NA,NA,NA,NA,NA,NA,0.05942324937,NA,NA,NA,NA,732.98530494,NA,NA,NA,NA,752.998096565,NA,NA,NA,NA,180.363387118,NA,66.841800224,NA,351.09540907,NA,NA,NA,453.432699013,NA,NA,0.075328880122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",2020-04-23,34017,4400.62696561324,12015,1.18984745894379,1829.6515306615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,746.255236006,NA,NA,NA,NA,748.580269382,NA,NA,NA,NA,186.874533748,NA,67.2766776,NA,352.048574164,NA,NA,NA,469.76176526,NA,0.0225564,0.155822391738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",2020-04-24,34017,4424.99849774909,12305,1.20166227193241,1894.7018559015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,722.434997986,NA,NA,NA,NA,765.342032945,NA,NA,NA,NA,175.276641056,NA,57.78711484,NA,343.065253008,NA,NA,NA,466.22851223,NA,NA,0.162089782595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",2020-04-25,34017,4208.39590435184,12661,2.2653051255618,1875.66272078845,NA,NA,NA,0.011849166387,NA,NA,NA,NA,NA,NA,NA,NA,723.968430784,NA,NA,NA,NA,756.057188887,NA,NA,NA,NA,134.17031764,NA,NA,NA,325.438859486,NA,NA,NA,393.0865376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",2020-04-26,34017,3244.0032975811,13047,0.871264991007546,1491.5730319251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541.53695001,NA,NA,NA,NA,565.41693856,NA,NA,NA,NA,98.076927,NA,NA,NA,244.247710106,NA,NA,NA,303.15173998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",2020-04-27,34017,4495.48597942155,13252,1.11882430117715,1926.596453535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,717.86415168,NA,NA,NA,NA,773.962291081,NA,NA,NA,NA,189.669471896,NA,60.286803775,NA,366.032288079,NA,NA,NA,461.04820358,NA,0.02631579555,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",2020-04-28,34017,5410.71139758943,13587,2.18767311615433,2260.71181428,NA,NA,NA,NA,NA,NA,NA,0.020452170795,NA,NA,NA,NA,867.657018765,NA,NA,NA,NA,914.3167044,NA,NA,NA,NA,226.181927853,NA,82.787567043,NA,470.2374816,NA,NA,NA,588.159770792,NA,0.05181346445,0.58684722118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",2020-04-30,34017,5210.289907399,14118,1.09247608589138,2177.039734272,NA,NA,NA,NA,NA,NA,NA,0.043116975,NA,NA,NA,NA,802.487163692,NA,NA,NA,NA,900.684226288,NA,NA,NA,NA,231.551904192,NA,71.035074838,NA,459.688037312,NA,NA,NA,567.448810304,NA,NA,0.311839526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
