"","local_date","next_area_fip","inflow_cases","next_area_active_cases","next_area_cmi","2110","5003","5017","5027","5081","5113","5139","15007","22001","22003","22005","22007","22009","22011","22013","22015","22017","22019","22021","22025","22027","22029","22031","22033","22035","22037","22039","22041","22043","22045","22047","22049","22051","22053","22055","22057","22059","22061","22063","22065","22067","22069","22071","22073","22075","22077","22079","22081","22083","22085","22087","22089","22091","22093","22095","22097","22099","22101","22103","22105","22107","22109","22111","22113","22115","22117","22119","22121","22123","22125","22127","26099","26115","26147","27137","28001","28005","28021","28037","28045","28047","28049","28055","28063","28085","28091","28109","28113","28121","28147","28149","28157","36029","39043","39095","48067","48113","48201","48203","48243","48245","48361","48365","48419","50011"
"1",2020-05-12,22079,68.539568007,363,3.80971815932358,0,NA,NA,NA,NA,NA,NA,NA,NA,12.5628136,NA,NA,14.94892688,NA,NA,NA,NA,NA,NA,8.238213472,NA,1.418181765,NA,NA,NA,NA,4.29275499,NA,9.05769248,NA,NA,NA,NA,NA,NA,NA,4.02678573,NA,NA,NA,NA,8.308553162,NA,NA,NA,NA,NA,NA,NA,0.489861252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.175166256,NA,NA,NA,NA,NA,4.02061842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2020-04-22,22067,26.9647074,37,3.56594378949192,NA,0.756070016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21680217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.759396012,NA,NA,NA,NA,1.628530302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2846264,NA,NA,NA,NA,NA,0.3192825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",2020-04-23,22067,29.202010642,41,3.77581523545587,NA,0.797134663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2225131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.307244626,NA,NA,NA,NA,1.624472505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.928473792,NA,NA,NA,NA,NA,0.322171956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",2020-04-24,22067,35.281418073,42,3.82504122140694,NA,0.721832865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.269503554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.200460184,NA,NA,NA,NA,1.948831171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.795415863,NA,NA,NA,NA,NA,0.345374436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",2020-04-25,22067,35.066574265,42,3.68092661834367,NA,0.780445965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.229508196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.941089848,NA,NA,NA,NA,1.95872424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.864484096,NA,NA,NA,NA,NA,0.29232192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",2020-04-26,22067,31.14679561,42,3.53944643846832,NA,0.551423574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.208695666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.507782906,NA,NA,NA,NA,1.586379456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.059431296,NA,NA,NA,NA,NA,0.233082712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",2020-04-27,22067,35.082368434,44,3.80651092604997,NA,0.681481476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.265927968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.238497642,NA,NA,NA,NA,1.703322296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.863468712,NA,NA,NA,NA,NA,0.32967034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",2020-04-28,22067,35.175926121,44,3.6936863011938,NA,0.743071589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.430107536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.102901535,NA,NA,NA,NA,2.291066245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.30943402,NA,NA,NA,NA,NA,0.299345196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",2020-04-30,22067,43.0731154,48,3.86252930899398,NA,1.00688472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40052358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.44594929,NA,NA,NA,NA,2.498378884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.346733694,NA,NA,NA,NA,NA,0.374645232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",2020-05-01,22067,47.345253006,48,4.00267397692313,NA,1.284341456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.569086632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.118280378,NA,NA,NA,NA,3.52941171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.44340423,NA,NA,NA,NA,NA,0.4007286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",2020-05-02,22067,51.729086168,50,3.83494650885384,NA,1.114982608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.654929595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.29662885,NA,NA,NA,NA,3.793539243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.444444472,NA,NA,NA,NA,NA,0.4245614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",2020-05-03,22067,41.387289438,51,3.66659276247576,NA,0.799081504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54046998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.35441208,NA,NA,NA,NA,3.286427246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.065868416,NA,NA,NA,NA,NA,0.341030212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",2020-05-04,22067,43.27181349,51,3.89127773453806,NA,0.938470368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.373056976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.029224698,NA,NA,NA,NA,3.686701304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.859039032,NA,NA,NA,NA,NA,0.385321112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",2020-05-05,22067,47.467024983,51,3.8790691352599,NA,0.92634558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.498740535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.03934357,NA,NA,NA,NA,3.885767757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.736939273,NA,NA,NA,NA,NA,0.379888268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",2020-05-06,22067,50.848070428,51,3.95296025069329,NA,1.14518001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.810526288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.514161276,NA,NA,NA,NA,4.298405375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.642760439,NA,NA,NA,NA,NA,0.43703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",2020-05-07,22067,52.782581797,52,3.92112576888385,NA,1.08408575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.670025188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.863295364,NA,NA,NA,NA,4.43690649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.397058809,NA,NA,NA,NA,NA,0.331210196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2020-05-08,22067,50.961908408,52,3.92288437729649,NA,1.1530114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63909777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.79080475,NA,NA,NA,NA,3.285519866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.74443447,NA,NA,NA,NA,NA,0.349040152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",2020-05-09,22067,59.638994783,55,3.86637966701507,NA,1.190272578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.801886804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.932352147,NA,NA,NA,NA,4.350572016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.900857038,NA,NA,NA,NA,NA,0.4630542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2020-05-10,22067,53.530707002,57,3.84056265213218,NA,0.951456312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.464019862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.211561376,NA,NA,NA,NA,4.079670408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.510843272,NA,NA,NA,NA,NA,0.313155772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2020-05-11,22067,53.095739609,60,3.90053661800439,NA,1.16387955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.697200981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.779987355,NA,NA,NA,NA,4.807763472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.131397301,NA,NA,NA,NA,NA,0.51551095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2020-05-12,22067,53.408809519,62,3.78425263828679,NA,0.89273358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.108695648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.871750946,NA,NA,NA,NA,4.94003697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.17374512,NA,NA,NA,NA,NA,0.421847255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2020-05-13,22067,56.216075348,82,3.87880162493698,NA,0.97869951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.689223025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.60199847,NA,NA,NA,NA,4.524428367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.916009176,NA,NA,NA,NA,NA,0.5057168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",2020-05-14,22067,57.629440629,84,3.90509120670543,NA,1.000000008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.305970175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.992431884,NA,NA,NA,NA,4.395258642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.25711668,NA,NA,NA,NA,NA,0.67866324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",2020-05-15,22067,62.077857341,87,4.04157594229908,NA,1.299163212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.144254254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.35824212,NA,NA,NA,NA,5.1744441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.987013325,NA,NA,NA,NA,NA,1.11474033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",2020-05-16,22067,65.034042693,80,3.88049806734442,NA,1.362270492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.5198962,NA,NA,NA,NA,4.863255285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.126648884,NA,NA,NA,NA,NA,1.161971832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",2020-05-17,22067,52.240358782,86,3.61999675070924,NA,0.963176022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95238097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.65152667,NA,NA,NA,NA,4.343434305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.41901278,NA,NA,NA,NA,NA,0.910828035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",2020-05-18,22067,65.039175919,88,3.93867111861597,NA,1.230068304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.980535297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.598750825,NA,NA,NA,NA,4.374603358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.087361023,NA,NA,NA,NA,NA,1.767857112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",2020-05-19,22067,70.137481597,88,3.97769543356879,NA,1.199770371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.246786556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.180044014,NA,NA,NA,NA,5.954525196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.44336603,NA,NA,NA,NA,NA,2.11298943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",2020-05-20,22067,77.02412595,89,4.01557042966847,NA,1.444382318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.203979948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.896667584,NA,NA,NA,NA,5.199292898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.103591652,NA,NA,NA,NA,NA,2.17621155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",2020-05-21,22067,82.202778475,103,3.99138755105813,NA,1.310706374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.462140916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.112651772,NA,NA,NA,NA,6.370021269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.609929374,NA,NA,NA,NA,NA,2.33732877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",2020-05-22,22067,84.39759927,105,4.08795065230426,NA,1.335857244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.256017544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.205197494,NA,NA,NA,NA,5.443163264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.039137304,NA,NA,NA,NA,NA,4.11822642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",2020-05-23,22067,75.832412579,105,3.89079138449002,NA,1.366906531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.060085764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.384884859,NA,NA,NA,NA,5.048577632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.132358811,NA,NA,NA,NA,NA,2.839598982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",2020-05-24,22067,60.741621243,106,3.8427252822773,NA,0.978175689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.30208329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.92853599,NA,NA,NA,NA,4.345923726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7818178,NA,NA,NA,NA,NA,2.405084748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",2020-05-25,22067,65.263681402,112,3.77673913459238,NA,1.239595017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.650112778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.189841734,NA,NA,NA,NA,4.747612388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.32054019,NA,NA,NA,NA,NA,3.115979295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",2020-05-26,22067,83.074407595,114,3.92068010597098,NA,1.176605533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.41463439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.616581696,NA,NA,NA,NA,4.782456236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.466482604,NA,NA,NA,NA,NA,3.617647136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",2020-05-27,22067,86.470592245,116,4.05650456655898,NA,1.323059414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.39066345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.984448064,NA,NA,NA,NA,5.435237599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.594668798,NA,NA,NA,NA,NA,4.74251492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",2020-05-28,22067,96.639241327,116,3.94142801418537,NA,1.278221219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.86666706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.687028416,NA,NA,NA,NA,6.78371301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.147286502,NA,NA,NA,NA,NA,6.87632512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
