"","local_date","next_area_fip","inflow_cases","next_area_active_cases","next_area_cmi","23001","23005","23007","23011","23013","23015","23017","23019","23023","23025","23027","23031","25009","25017","25019","26115","33003","33015","33017","36019","36029","36033","36063","36089","39043","39123","50011"
"267",2020-04-28,23027,6.447844567764,37,3.60396198440704,NA,NA,NA,2.787356304,1.25405844,NA,NA,1.937086176,NA,0.371537208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097806439764,NA,NA,NA,NA,NA,NA
"268",2020-04-30,23027,7.636988241,37,3.7818512352716,NA,NA,NA,2.92974577,1.287804848,NA,NA,2.978356524,NA,0.441081099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",2020-05-01,23027,8.139529009,37,3.8333708877685,NA,NA,NA,3.169205144,1.366320848,NA,NA,3.107191107,NA,0.49681191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",2020-05-02,23027,9.926898321,36,3.81642349440178,NA,NA,NA,4.118984786,1.561280256,NA,NA,3.791666716,NA,0.454966563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",2020-05-03,23027,8.679485631,36,3.61567715299569,NA,NA,NA,3.607717113,1.35861504,NA,NA,3.295864236,NA,0.417289242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",2020-05-04,23027,8.000024475,36,3.84915285702182,NA,NA,NA,3.122762346,1.330135936,0.258426961,NA,2.873404515,NA,0.415294717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",2020-05-05,23027,7.750506377,36,3.84150554349383,NA,NA,NA,2.838422342,1.35614312,NA,NA,3.132965785,NA,0.42297513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",2020-05-06,23027,8.911386821,36,3.90907288391481,NA,NA,NA,3.219796272,1.688311718,NA,NA,3.554966595,NA,0.448312236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",2020-05-07,23027,9.476724592,36,3.93695669994906,NA,NA,NA,3.552485013,1.502325632,0.293624142,NA,3.509945065,NA,0.61834474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",2020-05-08,23027,10.083218487,36,3.997782481314,NA,NA,NA,3.8446136,1.66132728,NA,NA,3.95326964,NA,0.624007967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",2020-05-09,23027,7.796935582,35,2.37043161001809,NA,NA,NA,2.815783848,1.2585366,NA,NA,3.378334891,NA,0.344280243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",2020-05-10,23027,9.665129903,35,3.82468890089837,NA,NA,NA,3.534069891,1.54047807,NA,NA,4.16580318,NA,0.424778762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",2020-05-11,23027,9.556023174,35,3.78911199097045,NA,NA,NA,3.511440984,1.682063141,NA,NA,3.83209785,NA,0.530421199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",2020-05-12,23027,8.251499303,35,3.72488019780024,NA,NA,NA,3.176308026,1.72594309,NA,NA,2.98696797,NA,0.362280217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",2020-05-13,23027,8.795906158,35,3.91523944616607,NA,NA,NA,3.344465176,1.656482928,NA,NA,3.28934007,NA,0.505617984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282",2020-05-14,23027,10.394595154,36,3.96877204201693,NA,NA,NA,3.994100775,1.791916201,NA,NA,4.0592394,NA,0.549338778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283",2020-05-15,23027,10.133818194,36,4.0204057922473,NA,NA,NA,3.7754694,1.887462255,NA,NA,3.98883771,NA,0.482048829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",2020-05-16,23027,11.654882825,36,3.96806359948227,NA,NA,NA,4.785556832,2.040358677,NA,NA,4.269391836,NA,0.55957548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285",2020-05-17,23027,11.265978455,36,3.79941844559119,NA,NA,NA,4.678269947,1.84429332,NA,NA,4.062052448,NA,0.68136274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286",2020-05-18,23027,10.270104336,36,3.9173337679671,NA,NA,NA,3.887773927,1.89250574,0.414308173,NA,3.632191556,NA,0.44332494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",2020-05-19,23027,10.594620454,36,4.05983942786811,NA,NA,NA,3.918166672,2.1771772,NA,NA,3.916454502,NA,0.58282208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",2020-05-20,23027,10.596699019,36,3.96129786914324,NA,NA,NA,4.175100383,2.1253822,NA,NA,3.770683476,NA,0.52553296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",2020-05-21,23027,11.918511032,37,4.00022602936556,NA,NA,NA,4.947674325,1.9868517,NA,NA,4.485184067,NA,0.49880094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290",2020-05-24,23027,12.115016771,37,3.86642744958661,NA,NA,NA,4.791129924,1.87643022,NA,NA,4.756364057,NA,0.69109257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",2020-05-25,23027,11.378954236,37,3.83440031909331,NA,NA,NA,3.883781342,1.72650874,0.54545454,NA,4.604682292,NA,0.618527322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",2020-05-26,23027,10.569008668,37,3.98173125870443,NA,NA,NA,4.240692925,1.884273,NA,NA,3.881998932,NA,0.562043811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293",2020-05-27,23027,11.176345537,37,4.00950875571609,NA,NA,NA,4.234958672,1.9054763,NA,NA,4.483553214,NA,0.552357351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",2020-05-28,23027,11.527081563,37,3.99331438682716,NA,NA,NA,4.199723962,1.935018,NA,NA,4.661913465,NA,0.730426136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",2020-05-29,23027,11.512301515,37,4.07010512484936,NA,NA,NA,4.401584971,1.8419145,NA,NA,4.558479156,NA,0.710322888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296",2020-05-30,23027,14.669798178,37,4.05064111364642,NA,NA,NA,5.471792788,2.3350254,0.65888814,NA,5.327354142,NA,0.876737708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",2020-05-31,23027,12.822265735,37,3.93331614795114,NA,NA,NA,5.22450579,1.92592592,NA,NA,4.867486173,NA,0.804347852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298",2020-06-01,23027,12.527607269,37,4.00887579437097,NA,NA,NA,4.608738743,2.111437,0.59970014,NA,4.42240128,NA,0.785330106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299",2020-06-02,23027,11.383896466,37,4.03421878276917,NA,NA,NA,4.175562042,2.1044776,NA,NA,4.417038164,NA,0.68681866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300",2020-06-03,23027,11.639538404,37,4.0097923515706,NA,NA,NA,4.053083352,1.92419826,0.58646616,NA,4.346390356,NA,0.729400276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",2020-06-04,23027,11.636827831,37,4.014540845754,NA,NA,NA,4.250000153,2.1144098,NA,NA,4.59104765,NA,0.681370228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302",2020-06-05,23027,12.678382108,38,4.19166283973006,NA,NA,NA,4.92880632,2.3242866,NA,NA,4.634570358,NA,0.79071883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",2020-06-06,23027,12.628003463,38,3.95702005003032,NA,NA,NA,4.964454792,2.113366,NA,NA,4.887906111,NA,0.66227656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304",2020-06-08,23027,11.850732868,39,4.04025607273129,NA,NA,NA,4.232990812,2.06993,0.50919376,NA,4.406097168,NA,0.632521128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",2020-06-10,23027,13.10244547,40,4.06376998455513,NA,NA,NA,5.084031939,1.9708535,0.57827928,NA,4.568491026,NA,0.900789725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306",2020-06-11,23027,11.370831816,41,3.97385991372236,NA,NA,NA,4.172729332,1.64756448,0.57265568,NA,4.253968224,NA,0.7239141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
