"","local_date","next_area_fip","inflow_cases","next_area_active_cases","next_area_cmi","2060","4005","4013","4015","4021","4025","6017","6027","6029","6037","6049","6051","6057","6059","6061","6065","6067","6071","6077","6089","8057","8077","15001","15003","15007","15009","16001","16027","16033","26099","26115","26147","26163","27137","30069","30101","32003","32005","32007","32009","32013","32015","32019","32023","32031","32510","36019","36029","41017","41033","41035","41045","48141","49001","49015","49017","49019","49021","49023","49025","49027","49031","49035","49041","49045","49053","53073","56007","56037","56041"
"120",2020-05-27,32023,39.76960266941,60,3.71004365168199,NA,NA,NA,1.0350069543,NA,NA,NA,0.43947099,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59785859791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.8992611072,NA,NA,NA,NA,0.79800502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",2020-05-28,32023,35.09439624708,60,3.60905235273973,NA,NA,NA,0.9014171628,NA,NA,NA,0.487462392,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56364852228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.14186817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",2020-05-29,32023,46.34054095089,61,3.6985727359649,NA,NA,NA,1.256350023,NA,NA,NA,0.615171151,NA,7.39772369384,NA,NA,NA,NA,NA,NA,NA,2.83588700665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.2354090764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",2020-05-30,32023,55.064294034,60,3.48396154262874,NA,NA,NA,1.773754785,NA,NA,NA,0.678571453,NA,8.711841476,NA,NA,NA,NA,NA,NA,NA,3.682091968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.218034352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",2020-05-31,32023,44.82493649054,60,3.11551615988112,NA,NA,NA,1.3068686752,NA,NA,NA,0.698028669,NA,7.555328309,NA,NA,NA,NA,NA,NA,NA,3.34960717074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.9151036666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",2020-06-02,32023,42.04511128973,62,3.6806513382018,NA,NA,NA,1.436056677,NA,NA,NA,0.472811086,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16409603293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.9721474938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",2020-06-03,32023,44.1160258865,62,3.74345589972858,NA,NA,NA,1.2045289125,NA,NA,NA,0.630638253,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.134754586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.217357232,NA,NA,NA,NA,0.928746903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",2020-06-05,32023,45.96383791756,64,3.71170472325397,NA,NA,NA,1.4589515373,NA,NA,NA,0.598534827,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.23834560826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.049421503,NA,NA,NA,NA,NA,NA,NA,3.618584442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",2020-06-06,32023,73.67685331158,64,3.62919544778544,NA,NA,NA,1.720257404,NA,NA,NA,NA,NA,17.98172061958,NA,NA,NA,NA,NA,NA,NA,6.058818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.916057288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",2020-06-07,32023,44.56429796778,64,3.41221503373308,NA,NA,NA,1.4382145177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01282775848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1132556916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",2020-06-08,32023,44.3332074074,64,3.65730792440205,NA,NA,NA,1.4577981314,NA,NA,NA,0.572890038,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.933725001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.368794237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",2020-06-11,32023,56.39337954785,70,3.70957931925914,NA,NA,NA,1.761577122,NA,NA,NA,0.675824205,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46626007985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.822235725,NA,NA,NA,NA,0.850632912,NA,NA,3.816849504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",2020-06-12,32023,68.41606546632,67,3.77166688457965,NA,NA,NA,1.545907012,NA,NA,NA,NA,NA,10.58641555695,NA,NA,NA,NA,NA,NA,NA,4.41514240947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.0765630104,NA,NA,NA,NA,0.663316588,NA,NA,4.1287208895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",2020-06-12,32009,4.83408531208,NA,2.89457114817775,NA,NA,NA,NA,NA,NA,0.04737943213,0.074679948,NA,NA,NA,0.1368821196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.533142668,NA,NA,NA,NA,NA,0.2169555759,1.11970467,1.70534089845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",2020-06-06,32031,82.3212017422,1654,3.76680184678444,NA,NA,NA,NA,NA,NA,2.14552904,0.553514388,NA,NA,NA,0.96846012,3.884146308,NA,7.244051948,NA,9.5647541782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.34998618,0.848639974,NA,6.51704532,1.363636386,17.01400302,NA,NA,26.86743488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",2020-04-26,32510,29.106370705,36,3.13659869678061,NA,NA,NA,NA,NA,NA,0.29317911,NA,NA,NA,NA,0.896103874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.81238686,NA,NA,NA,NA,2.94727602,NA,21.157424841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",2020-04-30,32510,37.7820669822,44,3.41899114476167,NA,NA,NA,NA,NA,NA,0.4121068732,NA,NA,NA,NA,0.7029877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.82888059,NA,NA,NA,NA,3.83943756,NA,27.998654259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",2020-05-01,32510,43.6800862508,46,3.57521866559669,NA,NA,NA,NA,NA,NA,0.4472318558,NA,NA,NA,NA,0.827526125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4358978,NA,NA,NA,NA,4.44872151,NA,32.52070896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",2020-05-06,32510,45.622975919,50,3.49499369484841,NA,NA,NA,NA,NA,NA,0.48934476,NA,NA,NA,NA,0.732394364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.51610532,NA,NA,NA,NA,4.94933328,NA,33.935798195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",2020-05-07,32510,49.3633965658,50,3.50397242981083,NA,NA,NA,NA,NA,NA,0.5198428368,NA,NA,NA,NA,0.631051749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.63161742,NA,NA,NA,NA,5.4223204,NA,37.15856416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",2020-05-08,32510,55.7787179718,50,3.5547722720756,NA,NA,NA,NA,NA,NA,0.5001432318,NA,NA,NA,NA,0.378504684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.04431444,NA,NA,NA,NA,5.64941715,NA,43.206338466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",2020-05-09,32510,58.1902330764,50,3.51877351985429,NA,NA,NA,NA,NA,NA,0.4724937144,NA,NA,NA,NA,0.843373524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25271784,NA,NA,NA,NA,5.788434,NA,44.833213998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",2020-05-10,32510,48.7655752398,53,3.4774147932296,NA,NA,NA,NA,NA,NA,0.4699167318,NA,NA,NA,NA,1.16086236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.73384552,NA,NA,NA,NA,4.99720074,NA,36.403749888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",2020-05-11,32510,50.6911733338,54,3.47902040628424,NA,NA,NA,NA,NA,NA,0.4938671752,0.1603563516,NA,NA,NA,0.956442876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.23286144,NA,NA,NA,NA,6.4529784,NA,36.394667091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",2020-05-15,32510,61.9693868688,63,3.62746205512386,NA,NA,NA,NA,NA,NA,0.6188173888,NA,NA,NA,NA,0.737752128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8224176,NA,NA,NA,NA,7.22772016,NA,46.562679592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",2020-05-16,32510,62.97156619,68,3.55180438978938,NA,NA,NA,NA,NA,NA,0.851402688,NA,NA,NA,NA,1.294281728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.61045525,NA,NA,NA,NA,6.36610958,NA,47.849316944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",2020-05-17,32510,49.446654461,69,3.20186513775312,NA,NA,NA,NA,NA,NA,0.662525888,NA,NA,NA,NA,1.441497684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9778665,NA,NA,NA,NA,5.25621304,NA,36.108551349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",2020-05-20,32510,64.2714405816,74,3.56120651588852,NA,NA,NA,NA,NA,NA,0.5963045426,NA,NA,NA,NA,0.690821208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.03682486,NA,NA,NA,NA,6.96958262,NA,48.977907351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",2020-05-21,32510,65.888731978,78,3.57694809975096,NA,NA,NA,NA,NA,NA,0.698244319,NA,NA,NA,NA,0.721574337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0398081,NA,NA,NA,NA,7.27548405,NA,50.153621172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",2020-05-22,32510,68.542901015,79,3.61702739442956,NA,NA,NA,NA,NA,NA,0.702693119,NA,NA,NA,NA,1.064516112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.59813366,NA,NA,NA,NA,7.96293192,NA,51.214626204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",2020-05-23,32510,71.776810426,79,3.56865244833565,NA,NA,NA,NA,NA,NA,0.931342762,NA,NA,NA,NA,0.958659207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.79409822,NA,NA,NA,NA,7.62752379,NA,55.465186447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",2020-05-24,32510,65.092668468,82,3.49024738932651,NA,NA,NA,NA,NA,NA,0.773673848,NA,NA,NA,NA,0.87209298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.53954688,NA,NA,NA,NA,6.81511655,NA,50.09223821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",2020-05-25,32510,60.6401219612,86,3.44062450297514,NA,NA,NA,NA,NA,NA,0.6630656292,NA,NA,NA,NA,1.101311046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.87082104,NA,NA,NA,NA,6.57930075,NA,46.425623496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",2020-05-27,32510,80.910822486,87,3.6060383772234,NA,NA,NA,NA,NA,NA,0.93092536,NA,NA,NA,NA,0.758716868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5628136,NA,NA,NA,NA,8.355606,NA,62.302760658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",2020-05-28,32510,83.1222875942,90,3.5781113662022,NA,NA,NA,NA,NA,NA,0.8135965152,NA,NA,NA,NA,1.024657524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8966896,NA,NA,NA,NA,8.53697376,NA,63.850370195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",2020-05-29,32510,90.303047669,91,3.64480014970138,NA,NA,NA,NA,NA,NA,0.91919814,0.263644779,NA,NA,NA,1.00000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8554777,NA,NA,NA,NA,9.3329688,NA,69.93175824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",2020-05-30,32510,79.165729173,91,3.53160319269709,NA,NA,NA,NA,NA,NA,1.12845033,NA,NA,NA,NA,0.955990206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.73655578,NA,NA,NA,NA,8.6459387,NA,59.698794157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",2020-05-31,32510,73.785619786,94,3.48327657724951,NA,NA,NA,NA,NA,NA,0.93920148,NA,NA,NA,NA,1.172093004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.67391296,NA,NA,NA,NA,7.910663,NA,56.089749342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",2020-06-01,32510,84.31180699,95,3.60638906379296,NA,NA,NA,NA,NA,NA,1.094043264,NA,NA,NA,NA,1.323529452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.29803072,NA,NA,NA,NA,10.26639936,NA,62.329804194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",2020-06-03,32510,91.5745135344,95,3.66890807105602,NA,NA,NA,NA,NA,NA,0.9562277184,NA,NA,NA,NA,0.873208368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.80133525,NA,NA,NA,NA,9.4645584,NA,70.479183798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",2020-06-04,32510,94.518872412,97,3.66903070850291,NA,NA,NA,NA,NA,NA,1.129254098,NA,NA,NA,NA,0.979079508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.49202895,NA,NA,NA,NA,11.5488204,NA,70.369689456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",2020-06-05,32510,106.871194506,102,3.680594432932,NA,NA,NA,NA,NA,NA,1.143596358,NA,NA,NA,NA,0.759633048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.70253166,NA,NA,NA,NA,13.4503856,NA,80.81504784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",2020-06-06,32510,94.109125858,104,3.59333311467826,NA,NA,NA,NA,NA,NA,1.457511342,NA,NA,NA,NA,0.768089052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.179109,NA,NA,NA,NA,11.69851734,NA,71.005899124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",2020-06-07,32510,73.639517694,104,3.4472667273995,NA,NA,NA,NA,NA,NA,1.154704428,NA,NA,NA,NA,0.908737848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.21961508,NA,NA,NA,NA,10.09756088,NA,53.258899458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",2020-06-09,32510,99.999776588,109,3.64295206557913,NA,NA,NA,NA,NA,NA,1.194528054,NA,NA,NA,NA,1.226519364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.39987952,NA,NA,NA,NA,13.32057348,NA,73.85827617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",2020-06-10,32510,113.386848217,110,3.66056082341625,NA,NA,NA,NA,NA,NA,1.348015191,NA,NA,NA,NA,0.707955706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.68993627,NA,NA,NA,NA,13.88005743,NA,86.76088362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",2020-06-11,32510,116.120524851,110,3.67834994303291,NA,NA,NA,NA,NA,NA,1.329980799,NA,NA,NA,NA,1.107692316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.05816959,NA,NA,NA,NA,13.01958045,NA,89.605101696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",2020-06-12,32510,113.213595318,110,3.68316619722807,NA,NA,NA,NA,NA,NA,1.440335403,NA,NA,NA,NA,0.95817492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.37293998,NA,NA,NA,NA,14.36728068,NA,86.074864335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",2020-05-10,32009,2.05431261096,NA,1.76075133623416,NA,NA,NA,NA,NA,NA,NA,0.079034022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.60575039,NA,NA,NA,0.2126245824,0.1569230764,0.058790592,0.4169756976,0.52421425056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",2020-05-06,32019,49.759998535,36,3.68421295564654,NA,NA,NA,NA,NA,NA,NA,0.27722772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.352855064,0.403792956,NA,2.681473465,1.02639292,NA,NA,35.87498641,8.14327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",2020-05-06,32023,20.54835900428,39,3.59353369175606,NA,NA,NA,NA,NA,NA,NA,0.613861344,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72706934328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.207428317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",2020-05-09,32023,26.6628917556,44,3.44450486894259,NA,NA,NA,NA,NA,NA,NA,0.584415594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7828239936,NA,NA,NA,NA,0.295652168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",2020-05-12,32023,23.465209302,48,3.28383933123335,NA,NA,NA,NA,NA,NA,NA,0.545454522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.91975478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
